case_id,customer_id,customer_name,invoice_id,case_open_date,amount_due,days_overdue,priority,status,assigned_to,collector_id,collection_strategy,last_action_date,next_action_date,resolution_date,notes
CASE000338,CUST000240,Tech Telecom Limited,INV0002396,2024-12-24,30574.96,126,Critical,In Progress,Raj Joshi,REP000041,Legal Action Warning,2025-04-11,2025-04-30,,
CASE000339,CUST000241,Tata Software Limited,INV0002404,2025-04-09,2065043.39,20,Critical,Open,Rakesh Mishra,REP000028,Standard Follow-up,2025-04-14,2025-05-08,,
CASE000340,CUST000242,Reliance Software Limited,INV0002411,2025-01-25,924622.26,89,High,In Progress,Ashok Gupta,REP000010,Payment Plan,2025-02-27,2025-04-19,,
CASE000341,CUST000243,Infosys Software Limited,INV0002427,2024-11-16,1094755.55,164,Critical,Pending Customer,Vijay Joshi,REP000043,Legal Action Warning,2024-12-16,2025-05-02,,
CASE000342,CUST000243,Infosys Software Limited,INV0002428,2025-01-04,1673651.05,112,Critical,Escalated,Rajesh Mishra,REP000029,Legal Action Warning,2025-01-07,2025-05-08,,
CASE000343,CUST000244,Bharti Software Limited,INV0002432,2025-03-05,19307.83,58,Medium,Open,Geeta Gupta,REP000020,Standard Follow-up,2025-04-07,2025-04-24,,
CASE000344,CUST000245,HDFC Software Limited,INV0002441,2024-11-28,73862.47,152,Critical,In Progress,Pooja Gupta,REP000013,Legal Action Warning,2025-04-09,2025-05-04,,
CASE000345,CUST000245,HDFC Software Limited,INV0002443,2025-03-11,105415.34,48,Medium,Open,Priya Mishra,REP000031,Standard Follow-up,2025-03-21,2025-05-04,,
CASE000346,CUST000245,HDFC Software Limited,INV0002444,2024-12-15,31127.74,132,Critical,In Progress,Sanjay Joshi,REP000047,Legal Action Warning,2025-02-15,2025-05-05,,
CASE000347,CUST000247,Mahindra Software Limited,INV0002461,2024-12-26,1732562.62,127,Critical,Escalated,Rajesh Gupta,REP000009,Legal Action Warning,2025-02-02,2025-04-26,,
CASE000348,CUST000249,Adani Software Limited,INV0002488,2025-01-27,441009.65,91,Critical,Escalated,Pooja Mishra,REP000033,Legal Action Warning,2025-02-27,2025-04-24,,
CASE000349,CUST000251,Godrej Software Limited,INV0002501,2025-03-11,530578.33,49,High,Open,Anil Joshi,REP000045,Standard Follow-up,2025-04-03,2025-04-26,,
CASE000350,CUST000251,Godrej Software Limited,INV0002502,2025-02-16,324128.85,71,High,In Progress,Amit Gupta,REP000002,Intensive Collection,2025-03-15,2025-05-08,,
CASE000351,CUST000253,ICICI Software Limited,INV0002522,2025-04-13,19889.05,14,Low,Open,Neha Mishra,REP000032,Standard Follow-up,2025-04-13,2025-04-28,,
CASE000352,CUST000253,ICICI Software Limited,INV0002525,2025-02-12,111008.00,76,High,In Progress,Geeta Mishra,REP000040,Intensive Collection,2025-04-16,2025-05-02,,
CASE000353,CUST000256,Bajaj Software Limited,INV0002555,2025-04-03,1081025.50,29,Critical,Open,Sunil Gupta,REP000004,Standard Follow-up,2025-04-09,2025-04-25,,
CASE000354,CUST000257,HCL Software Limited,INV0002564,2025-01-20,2140018.48,98,Critical,Pending Customer,Geeta Mishra,REP000040,Legal Action Warning,2025-04-01,2025-05-03,,
CASE000355,CUST000258,Hindustan Software Limited,INV0002572,2025-01-17,1299803.95,101,Critical,Pending Customer,Sanjay Gupta,REP000007,Legal Action Warning,2025-04-01,2025-04-28,,
CASE000356,CUST000259,Indian Software Limited,INV0002581,2024-12-21,210747.13,123,Critical,Pending Customer,Sanjay Joshi,REP000047,Legal Action Warning,2025-03-15,2025-04-25,,
CASE000358,CUST000260,Tech Software Limited,INV0002591,2025-03-23,4461958.38,36,Critical,Open,Vijay Joshi,REP000043,Standard Follow-up,2025-04-06,2025-05-05,,
CASE000359,CUST000260,Tech Software Limited,INV0002595,2025-04-17,5304302.77,11,Critical,Open,Pooja Mishra,REP000033,Standard Follow-up,2025-04-17,2025-05-05,,
CASE000360,CUST000261,Tata Hardware Limited,INV0002602,2025-03-22,95413.50,34,Medium,In Progress,Vijay Joshi,REP000043,Standard Follow-up,2025-04-08,2025-05-03,,
CASE000361,CUST000261,Tata Hardware Limited,INV0002604,2024-11-25,96290.82,153,Critical,Escalated,Shalini Mishra,REP000039,Settlement Offer,2025-04-09,2025-04-23,,
CASE000362,CUST000262,Reliance Hardware Limited,INV0002611,2025-03-27,82064.60,28,Low,Open,Geeta Mishra,REP000040,Standard Follow-up,2025-04-07,2025-04-20,,
CASE000363,CUST000263,Infosys Hardware Limited,INV0002624,2025-01-13,512109.12,106,Critical,Escalated,Amit Gupta,REP000002,Settlement Offer,2025-04-11,2025-04-23,,
CASE000364,CUST000266,Wipro Hardware Limited,INV0002655,2025-01-23,4757818.87,99,Critical,Pending Customer,Amit Joshi,REP000042,Legal Action Warning,2025-02-05,2025-04-29,,
CASE000365,CUST000267,Mahindra Hardware Limited,INV0002661,2025-04-08,27333.12,24,Low,In Progress,Rakesh Mishra,REP000028,Standard Follow-up,2025-04-16,2025-04-28,,
CASE000366,CUST000267,Mahindra Hardware Limited,INV0002668,2025-02-13,77960.41,75,High,Pending Customer,Rani Gupta,REP000014,Payment Plan,2025-02-25,2025-04-22,,
CASE000367,CUST000269,Adani Hardware Limited,INV0002681,2025-04-16,549909.56,15,High,In Progress,Kavita Gupta,REP000018,Standard Follow-up,2025-04-16,2025-05-07,,
CASE000368,CUST000270,JSW Hardware Limited,INV0002691,2024-12-06,220649.83,138,Critical,Escalated,Amit Gupta,REP000002,Settlement Offer,2025-03-04,2025-04-23,,
CASE000369,CUST000270,JSW Hardware Limited,INV0002693,2025-02-07,223003.85,80,High,In Progress,Shalini Mishra,REP000039,Intensive Collection,2025-02-16,2025-04-27,,
CASE000370,CUST000272,L&T Hardware Limited,INV0002713,2025-01-09,11865.45,111,Critical,In Progress,Sunita Mishra,REP000035,Legal Action Warning,2025-01-18,2025-05-03,,
CASE000371,CUST000272,L&T Hardware Limited,INV0002714,2024-12-06,32267.35,142,Critical,Pending Customer,Rakesh Mishra,REP000028,Legal Action Warning,2025-03-31,2025-04-23,,
CASE000372,CUST000272,L&T Hardware Limited,INV0002716,2025-04-11,18305.08,15,Low,Open,Sunil Gupta,REP000004,Standard Follow-up,2025-04-12,2025-04-20,,
CASE000373,CUST000275,TCS Hardware Limited,INV0002742,2024-12-16,101053.73,132,Critical,Escalated,Rani Mishra,REP000034,Legal Action Warning,2025-03-29,2025-04-23,,
CASE000374,CUST000276,Bajaj Hardware Limited,INV0002754,2025-04-16,1422050.72,16,Critical,Open,Meena Gupta,REP000017,Standard Follow-up,2025-04-16,2025-05-02,,
CASE000375,CUST000278,Hindustan Hardware Limited,INV0002771,2025-04-05,391179.70,24,Medium,Open,Vijay Mishra,REP000023,Standard Follow-up,2025-04-10,2025-04-19,,
CASE000376,CUST000278,Hindustan Hardware Limited,INV0002773,2025-04-13,334974.91,16,Medium,Open,Amit Mishra,REP000022,Standard Follow-up,2025-04-14,2025-05-01,,
CASE000377,CUST000279,Indian Hardware Limited,INV0002784,2025-03-29,240543.21,25,Medium,Open,Rani Mishra,REP000034,Standard Follow-up,2025-04-16,2025-04-20,,
CASE000378,CUST000280,Tech Hardware Limited,INV0002792,2025-01-04,248844.95,109,Critical,In Progress,Shalini Gupta,REP000019,Legal Action Warning,2025-01-17,2025-05-07,,
CASE000379,CUST000281,Tata Food Limited,INV0002803,2025-01-19,1130902.51,98,Critical,Escalated,Rakesh Joshi,REP000048,Settlement Offer,2025-03-14,2025-05-01,,
CASE000380,CUST000282,Reliance Food Limited,INV0002811,2025-02-26,86899.64,64,High,In Progress,Vijay Gupta,REP000003,Intensive Collection,2025-03-12,2025-04-21,,
CASE000381,CUST000283,Infosys Food Limited,INV0002821,2025-02-17,2202269.77,65,Critical,Pending Customer,Raj Gupta,REP000001,Payment Plan,2025-03-06,2025-04-23,,
CASE000382,CUST000283,Infosys Food Limited,INV0002824,2025-01-17,275221.97,99,Critical,Escalated,Rakesh Joshi,REP000048,Legal Action Warning,2025-03-07,2025-05-06,,
CASE000383,CUST000284,Bharti Food Limited,INV0002831,2024-12-18,551068.71,134,Critical,Escalated,Kavita Mishra,REP000038,Legal Action Warning,2025-01-30,2025-04-19,,
CASE000384,CUST000284,Bharti Food Limited,INV0002834,2025-01-03,551781.42,118,Critical,Escalated,Sunil Joshi,REP000044,Settlement Offer,2025-01-10,2025-04-21,,
CASE000385,CUST000285,HDFC Food Limited,INV0002843,2025-02-11,26474.02,71,High,In Progress,Sunil Joshi,REP000044,Intensive Collection,2025-02-27,2025-04-30,,
CASE000386,CUST000285,HDFC Food Limited,INV0002844,2025-02-04,47230.64,85,High,In Progress,Anil Joshi,REP000045,Intensive Collection,2025-04-04,2025-04-23,,
CASE000387,CUST000287,Mahindra Food Limited,INV0002861,2024-12-20,109746.24,130,Critical,Escalated,Sunil Gupta,REP000004,Settlement Offer,2025-02-26,2025-04-29,,
CASE000388,CUST000287,Mahindra Food Limited,INV0002864,2024-12-19,86405.88,134,Critical,Escalated,Anil Gupta,REP000005,Legal Action Warning,2025-01-28,2025-04-29,,
CASE000389,CUST000288,Birla Food Limited,INV0002875,2025-02-16,97939.12,74,High,In Progress,Anita Mishra,REP000036,Payment Plan,2025-04-13,2025-05-07,,
CASE000390,CUST000288,Birla Food Limited,INV0002876,2025-04-12,38682.98,13,Low,In Progress,Ashok Gupta,REP000010,Standard Follow-up,2025-04-13,2025-04-26,,
CASE000391,CUST000289,Adani Food Limited,INV0002883,2025-02-02,503939.85,89,High,In Progress,Raj Joshi,REP000041,Intensive Collection,2025-03-19,2025-05-03,,
CASE000392,CUST000290,JSW Food Limited,INV0002891,2025-02-14,80748.42,74,High,Open,Rahul Gupta,REP000006,Payment Plan,2025-02-17,2025-04-21,,
CASE000393,CUST000291,Godrej Food Limited,INV0002905,2025-03-04,39775.93,51,Medium,Open,Raj Mishra,REP000021,Standard Follow-up,2025-03-11,2025-04-26,,
CASE000394,CUST000292,L&T Food Limited,INV0002912,2025-03-13,430182.51,42,Medium,In Progress,Sanjay Gupta,REP000007,Standard Follow-up,2025-03-21,2025-04-29,,
CASE000395,CUST000293,ICICI Food Limited,INV0002924,2025-02-26,227514.20,65,High,In Progress,Neha Mishra,REP000032,Payment Plan,2025-03-09,2025-05-09,,
CASE000396,CUST000294,SBI Food Limited,INV0002931,2025-01-18,80466.42,96,Critical,In Progress,Ashok Joshi,REP000050,Settlement Offer,2025-04-02,2025-04-26,,
CASE000397,CUST000295,TCS Food Limited,INV0002941,2025-02-12,2276694.40,70,Critical,Open,Pooja Mishra,REP000033,Payment Plan,2025-04-14,2025-04-22,,
CASE000398,CUST000295,TCS Food Limited,INV0002946,2025-04-17,966848.41,5,High,Open,Pooja Mishra,REP000033,Standard Follow-up,2025-04-17,2025-04-25,,
CASE000399,CUST000297,HCL Food Limited,INV0002961,2025-02-01,86725.18,86,High,In Progress,Sunita Mishra,REP000035,Payment Plan,2025-03-10,2025-05-05,,
CASE000400,CUST000297,HCL Food Limited,INV0002964,2025-01-05,483012.62,112,Critical,In Progress,Neha Mishra,REP000032,Settlement Offer,2025-03-03,2025-04-25,,
CASE000401,CUST000298,Hindustan Food Limited,INV0002972,2025-02-27,1555991.09,57,Critical,In Progress,Geeta Gupta,REP000020,Standard Follow-up,2025-03-31,2025-04-28,,
CASE000402,CUST000298,Hindustan Food Limited,INV0002976,2025-03-01,425275.49,55,Medium,Open,Rani Mishra,REP000034,Standard Follow-up,2025-04-08,2025-04-19,,
CASE000403,CUST000299,Indian Food Limited,INV0002982,2025-02-12,233673.66,78,High,In Progress,Ashok Mishra,REP000030,Intensive Collection,2025-03-24,2025-05-01,,
CASE000404,CUST000299,Indian Food Limited,INV0002983,2024-12-26,372826.15,122,Critical,In Progress,Rahul Gupta,REP000006,Legal Action Warning,2025-02-13,2025-05-08,,
CASE000405,CUST000300,Tech Food Limited,INV0002991,2025-02-21,1739244.15,67,Critical,Pending Customer,Rajesh Mishra,REP000029,Payment Plan,2025-03-29,2025-05-09,,
CASE000406,CUST000301,Tata Agro Limited,INV0003003,2025-02-22,2047753.84,66,Critical,In Progress,Meena Gupta,REP000017,Payment Plan,2025-04-06,2025-05-05,,
CASE000407,CUST000301,Tata Agro Limited,INV0003007,2025-03-05,932144.72,56,High,Open,Amit Mishra,REP000022,Standard Follow-up,2025-04-11,2025-05-09,,
CASE000408,CUST000303,Infosys Agro Limited,INV0003021,2025-03-14,79575.09,40,Medium,In Progress,Kavita Mishra,REP000038,Standard Follow-up,2025-04-05,2025-04-29,,
CASE000409,CUST000303,Infosys Agro Limited,INV0003025,2025-03-12,470399.19,43,Medium,In Progress,Sanjay Mishra,REP000027,Standard Follow-up,2025-04-13,2025-04-25,,
CASE000410,CUST000304,Bharti Agro Limited,INV0003032,2025-02-14,358490.66,77,High,Open,Kavita Mishra,REP000038,Intensive Collection,2025-03-26,2025-04-24,,
CASE000411,CUST000306,Wipro Agro Limited,INV0003054,2025-03-05,359136.92,55,Medium,Open,Meena Mishra,REP000037,Standard Follow-up,2025-04-16,2025-04-23,,
CASE000412,CUST000307,Mahindra Agro Limited,INV0003062,2025-04-17,109527.49,8,Medium,Open,Vijay Mishra,REP000023,Standard Follow-up,2025-04-17,2025-04-19,,
CASE000413,CUST000308,Birla Agro Limited,INV0003078,2024-12-16,116505.01,129,Critical,In Progress,Sunita Mishra,REP000035,Settlement Offer,2025-03-24,2025-04-19,,
CASE000414,CUST000309,Adani Agro Limited,INV0003081,2025-04-17,75402.33,7,Low,Open,Raj Joshi,REP000041,Standard Follow-up,2025-04-17,2025-05-08,,
CASE000415,CUST000309,Adani Agro Limited,INV0003082,2025-01-28,98377.73,92,Critical,Escalated,Anil Mishra,REP000025,Settlement Offer,2025-03-14,2025-05-01,,
CASE000416,CUST000309,Adani Agro Limited,INV0003083,2024-12-16,63265.99,134,Critical,Pending Customer,Pooja Mishra,REP000033,Legal Action Warning,2025-02-11,2025-04-25,,
CASE000417,CUST000309,Adani Agro Limited,INV0003084,2025-03-01,39731.32,58,Medium,Open,Geeta Gupta,REP000020,Standard Follow-up,2025-04-14,2025-04-20,,
CASE000418,CUST000311,Godrej Agro Limited,INV0003102,2025-04-16,301440.76,10,Medium,In Progress,Sunil Joshi,REP000044,Standard Follow-up,2025-04-17,2025-05-06,,
CASE000419,CUST000312,L&T Agro Limited,INV0003112,2025-02-13,98273.70,74,High,Pending Customer,Sanjay Mishra,REP000027,Payment Plan,2025-04-14,2025-04-21,,
CASE000420,CUST000312,L&T Agro Limited,INV0003113,2025-01-24,21675.95,98,Critical,In Progress,Sanjay Gupta,REP000007,Legal Action Warning,2025-02-19,2025-04-20,,
CASE000421,CUST000312,L&T Agro Limited,INV0003114,2025-03-07,45478.34,47,Medium,Open,Rakesh Joshi,REP000048,Standard Follow-up,2025-03-26,2025-04-25,,
CASE000422,CUST000312,L&T Agro Limited,INV0003116,2024-12-27,30501.40,117,Critical,Escalated,Raj Joshi,REP000041,Legal Action Warning,2025-02-08,2025-05-03,,
CASE000423,CUST000313,ICICI Agro Limited,INV0003123,2025-04-17,1448225.74,8,Critical,Open,Geeta Mishra,REP000040,Standard Follow-up,2025-04-17,2025-04-23,,
CASE000424,CUST000314,SBI Agro Limited,INV0003132,2025-03-16,30136.96,43,Medium,Open,Neha Gupta,REP000012,Standard Follow-up,2025-03-17,2025-04-28,,
CASE000425,CUST000314,SBI Agro Limited,INV0003133,2025-02-07,65443.39,76,High,In Progress,Vijay Joshi,REP000043,Payment Plan,2025-02-14,2025-05-04,,
CASE000426,CUST000314,SBI Agro Limited,INV0003135,2025-01-31,57021.85,90,High,Open,Rakesh Mishra,REP000028,Intensive Collection,2025-03-20,2025-04-29,,
CASE000427,CUST000316,Bajaj Agro Limited,INV0003152,2025-03-18,373884.26,43,Medium,Open,Vijay Gupta,REP000003,Standard Follow-up,2025-03-24,2025-04-24,,
CASE000428,CUST000317,HCL Agro Limited,INV0003162,2025-03-16,74613.69,41,Medium,Open,Anil Gupta,REP000005,Standard Follow-up,2025-04-12,2025-04-21,,
CASE000429,CUST000318,Hindustan Agro Limited,INV0003171,2025-02-21,15521.09,68,High,In Progress,Priya Gupta,REP000011,Intensive Collection,2025-02-23,2025-04-24,,
CASE000430,CUST000318,Hindustan Agro Limited,INV0003172,2025-04-01,35877.39,28,Low,Open,Sunil Gupta,REP000004,Standard Follow-up,2025-04-04,2025-05-01,,
CASE000431,CUST000318,Hindustan Agro Limited,INV0003173,2025-04-13,15163.54,10,Low,Open,Sanjay Mishra,REP000027,Standard Follow-up,2025-04-16,2025-04-22,,
CASE000432,CUST000319,Indian Agro Limited,INV0003181,2025-03-14,512709.53,45,High,Open,Rakesh Joshi,REP000048,Standard Follow-up,2025-03-26,2025-05-03,,
CASE000433,CUST000319,Indian Agro Limited,INV0003183,2025-01-09,490895.67,105,Critical,In Progress,Rani Gupta,REP000014,Settlement Offer,2025-04-05,2025-05-04,,
CASE000434,CUST000320,Tech Agro Limited,INV0003194,2025-04-04,38921.83,21,Low,In Progress,Sunita Mishra,REP000035,Standard Follow-up,2025-04-10,2025-05-01,,
CASE000436,CUST000322,Reliance Resources Limited,INV0003213,2024-12-31,275678.29,121,Critical,Escalated,Meena Gupta,REP000017,Legal Action Warning,2025-03-07,2025-05-02,,
CASE000437,CUST000322,Reliance Resources Limited,INV0003215,2025-02-15,206924.32,70,High,In Progress,Sunita Gupta,REP000015,Intensive Collection,2025-03-14,2025-05-06,,
CASE000438,CUST000322,Reliance Resources Limited,INV0003218,2025-01-20,472854.23,101,Critical,In Progress,Anil Mishra,REP000025,Settlement Offer,2025-03-03,2025-04-23,,
CASE000439,CUST000324,Bharti Resources Limited,INV0003232,2025-04-17,53921.69,5,Low,Open,Priya Gupta,REP000011,Standard Follow-up,2025-04-17,2025-04-26,,
CASE000440,CUST000326,Wipro Resources Limited,INV0003253,2025-02-01,2518684.08,89,Critical,Pending Customer,Rakesh Gupta,REP000008,Intensive Collection,2025-04-15,2025-04-26,,
CASE000441,CUST000326,Wipro Resources Limited,INV0003254,2025-01-25,895504.72,88,High,Open,Anita Mishra,REP000036,Payment Plan,2025-03-14,2025-04-25,,
CASE000442,CUST000326,Wipro Resources Limited,INV0003255,2025-01-14,1359535.61,102,Critical,Pending Customer,Ashok Mishra,REP000030,Legal Action Warning,2025-02-08,2025-04-26,,
CASE000443,CUST000327,Mahindra Resources Limited,INV0003267,2025-04-10,567042.50,16,High,Open,Rahul Joshi,REP000046,Standard Follow-up,2025-04-17,2025-04-23,,
CASE000444,CUST000328,Birla Resources Limited,INV0003272,2025-03-17,444551.29,38,Medium,In Progress,Kavita Gupta,REP000018,Standard Follow-up,2025-04-01,2025-05-09,,
CASE000445,CUST000328,Birla Resources Limited,INV0003274,2025-03-25,128807.45,34,Medium,Open,Rahul Gupta,REP000006,Standard Follow-up,2025-04-06,2025-04-21,,
CASE000446,CUST000328,Birla Resources Limited,INV0003276,2025-01-03,399505.05,118,Critical,In Progress,Neha Mishra,REP000032,Legal Action Warning,2025-02-15,2025-05-06,,
CASE000447,CUST000330,JSW Resources Limited,INV0003291,2025-04-17,1842984.56,13,Critical,Open,Rahul Mishra,REP000026,Standard Follow-up,2025-04-17,2025-04-26,,
CASE000448,CUST000330,JSW Resources Limited,INV0003293,2025-03-16,1769165.80,45,Critical,In Progress,Shalini Gupta,REP000019,Standard Follow-up,2025-03-30,2025-04-26,,
CASE000449,CUST000331,Godrej Resources Limited,INV0003302,2025-03-17,218126.06,46,Medium,Open,Ashok Gupta,REP000010,Standard Follow-up,2025-04-07,2025-05-07,,
CASE000450,CUST000332,L&T Resources Limited,INV0003312,2025-01-21,93672.62,92,Critical,Pending Customer,Rahul Mishra,REP000026,Legal Action Warning,2025-02-20,2025-04-25,,
CASE000451,CUST000332,L&T Resources Limited,INV0003313,2025-03-10,38249.51,47,Medium,Open,Vijay Gupta,REP000003,Standard Follow-up,2025-04-08,2025-04-25,,
CASE000452,CUST000333,ICICI Resources Limited,INV0003325,2025-04-05,23833.09,19,Low,Open,Ashok Gupta,REP000010,Standard Follow-up,2025-04-06,2025-04-27,,
CASE000453,CUST000334,SBI Resources Limited,INV0003331,2025-02-08,1475320.06,75,Critical,Open,Amit Joshi,REP000042,Intensive Collection,2025-03-31,2025-05-09,,
CASE000454,CUST000335,TCS Resources Limited,INV0003343,2024-12-01,730976.00,149,Critical,Pending Customer,Ashok Mishra,REP000030,Settlement Offer,2025-01-03,2025-05-04,,
CASE000455,CUST000336,Bajaj Resources Limited,INV0003353,2025-04-15,103793.95,9,Medium,Open,Kavita Gupta,REP000018,Standard Follow-up,2025-04-16,2025-05-07,,
CASE000456,CUST000336,Bajaj Resources Limited,INV0003354,2025-04-11,344948.60,17,Medium,Open,Vijay Mishra,REP000023,Standard Follow-up,2025-04-11,2025-04-22,,
CASE000457,CUST000337,HCL Resources Limited,INV0003368,2025-03-17,67475.85,40,Medium,In Progress,Raj Gupta,REP000001,Standard Follow-up,2025-03-24,2025-04-20,,
CASE000458,CUST000338,Hindustan Resources Limited,INV0003371,2025-04-17,71194.08,12,Low,Open,Geeta Gupta,REP000020,Standard Follow-up,2025-04-17,2025-05-03,,
CASE000459,CUST000338,Hindustan Resources Limited,INV0003376,2025-04-07,83339.74,23,Low,Open,Rahul Gupta,REP000006,Standard Follow-up,2025-04-11,2025-04-20,,
CASE000460,CUST000341,Tata Chemicals Limited,INV0003403,2025-02-18,513635.26,69,High,In Progress,Kavita Mishra,REP000038,Payment Plan,2025-03-23,2025-04-29,,
CASE000461,CUST000342,Reliance Chemicals Limited,INV0003412,2025-02-07,1482798.41,77,Critical,In Progress,Ashok Mishra,REP000030,Intensive Collection,2025-04-09,2025-04-30,,
CASE000462,CUST000343,Infosys Chemicals Limited,INV0003423,2025-01-25,1722399.21,94,Critical,Escalated,Pooja Gupta,REP000013,Legal Action Warning,2025-03-03,2025-04-28,,
CASE000463,CUST000343,Infosys Chemicals Limited,INV0003424,2025-01-15,4750697.38,99,Critical,In Progress,Raj Joshi,REP000041,Settlement Offer,2025-01-17,2025-05-03,,
CASE000464,CUST000345,HDFC Chemicals Limited,INV0003444,2025-03-21,96401.95,41,Medium,Open,Rajesh Joshi,REP000049,Standard Follow-up,2025-03-23,2025-04-22,,
CASE000465,CUST000346,Wipro Chemicals Limited,INV0003452,2025-02-15,483177.96,67,High,Open,Sunil Mishra,REP000024,Intensive Collection,2025-02-26,2025-05-06,,
CASE000466,CUST000346,Wipro Chemicals Limited,INV0003453,2025-03-07,177262.62,52,Medium,Open,Sunil Mishra,REP000024,Standard Follow-up,2025-03-26,2025-05-09,,
CASE000467,CUST000350,JSW Chemicals Limited,INV0003495,2025-03-08,76361.16,51,Medium,Open,Priya Gupta,REP000011,Standard Follow-up,2025-03-16,2025-04-19,,
CASE000468,CUST000351,Godrej Chemicals Limited,INV0003502,2025-02-05,54678.73,81,High,In Progress,Kavita Mishra,REP000038,Intensive Collection,2025-02-23,2025-04-19,,
CASE000469,CUST000352,L&T Chemicals Limited,INV0003512,2025-04-15,1113530.48,9,Critical,In Progress,Raj Mishra,REP000021,Standard Follow-up,2025-04-15,2025-04-28,,
CASE000470,CUST000353,ICICI Chemicals Limited,INV0003527,2024-12-25,395734.32,123,Critical,Pending Customer,Neha Gupta,REP000012,Legal Action Warning,2025-04-09,2025-04-23,,
CASE000471,CUST000354,SBI Chemicals Limited,INV0003531,2025-02-21,956972.65,64,High,Pending Customer,Raj Mishra,REP000021,Intensive Collection,2025-04-07,2025-05-03,,
CASE000472,CUST000355,TCS Chemicals Limited,INV0003541,2025-03-10,100480.42,51,Medium,Open,Amit Joshi,REP000042,Standard Follow-up,2025-03-30,2025-05-02,,
CASE000473,CUST000356,Bajaj Chemicals Limited,INV0003551,2025-02-01,157387.07,81,High,Open,Anil Joshi,REP000045,Intensive Collection,2025-03-24,2025-05-02,,
CASE000474,CUST000356,Bajaj Chemicals Limited,INV0003552,2025-03-05,558011.52,52,High,Open,Sunita Mishra,REP000035,Standard Follow-up,2025-03-14,2025-04-21,,
CASE000475,CUST000357,HCL Chemicals Limited,INV0003561,2025-03-15,152314.12,42,Medium,Open,Neha Mishra,REP000032,Standard Follow-up,2025-03-22,2025-05-02,,
CASE000476,CUST000357,HCL Chemicals Limited,INV0003568,2025-04-16,270115.36,7,Medium,Open,Pooja Gupta,REP000013,Standard Follow-up,2025-04-16,2025-04-22,,
CASE000477,CUST000358,Hindustan Chemicals Limited,INV0003572,2025-02-12,270463.16,72,High,Open,Meena Mishra,REP000037,Payment Plan,2025-03-24,2025-04-29,,
CASE000478,CUST000359,Indian Chemicals Limited,INV0003584,2025-04-16,2270146.95,15,Critical,Open,Rajesh Mishra,REP000029,Standard Follow-up,2025-04-16,2025-05-02,,
CASE000479,CUST000360,Tech Chemicals Limited,INV0003594,2025-02-15,93210.98,69,High,In Progress,Ashok Joshi,REP000050,Payment Plan,2025-04-14,2025-05-02,,
CASE000480,CUST000360,Tech Chemicals Limited,INV0003595,2025-04-02,161854.78,27,Medium,In Progress,Raj Gupta,REP000001,Standard Follow-up,2025-04-09,2025-05-09,,
CASE000481,CUST000362,Reliance Logistics Limited,INV0003612,2024-12-20,200945.86,127,Critical,Escalated,Anil Mishra,REP000025,Legal Action Warning,2025-03-30,2025-05-08,,
CASE000482,CUST000363,Infosys Logistics Limited,INV0003626,2025-01-02,80368.61,119,Critical,In Progress,Kavita Gupta,REP000018,Legal Action Warning,2025-04-07,2025-05-02,,
CASE000483,CUST000365,HDFC Logistics Limited,INV0003641,2025-01-11,39030.14,108,Critical,Escalated,Amit Mishra,REP000022,Settlement Offer,2025-01-12,2025-04-24,,
CASE000484,CUST000366,Wipro Logistics Limited,INV0003652,2024-12-01,64249.76,146,Critical,Escalated,Anita Mishra,REP000036,Legal Action Warning,2025-02-07,2025-05-06,,
CASE000485,CUST000367,Mahindra Logistics Limited,INV0003666,2025-01-10,300997.89,108,Critical,Escalated,Raj Joshi,REP000041,Legal Action Warning,2025-02-12,2025-04-19,,
CASE000486,CUST000368,Birla Logistics Limited,INV0003675,2025-03-17,168380.31,37,Medium,Open,Anita Mishra,REP000036,Standard Follow-up,2025-04-07,2025-05-03,,
CASE000487,CUST000368,Birla Logistics Limited,INV0003677,2025-02-26,188654.10,56,Medium,Open,Sanjay Joshi,REP000047,Standard Follow-up,2025-04-07,2025-05-08,,
CASE000488,CUST000369,Adani Logistics Limited,INV0003682,2024-11-29,102625.63,145,Critical,In Progress,Kavita Mishra,REP000038,Legal Action Warning,2025-02-09,2025-05-02,,
CASE000489,CUST000369,Adani Logistics Limited,INV0003684,2024-12-12,84426.12,138,Critical,Escalated,Rakesh Mishra,REP000028,Legal Action Warning,2025-02-26,2025-04-22,,
CASE000490,CUST000369,Adani Logistics Limited,INV0003686,2025-03-29,19926.51,25,Low,Open,Sanjay Mishra,REP000027,Standard Follow-up,2025-04-15,2025-05-07,,
CASE000491,CUST000371,Godrej Logistics Limited,INV0003702,2025-01-06,71154.79,108,Critical,Pending Customer,Rakesh Joshi,REP000048,Legal Action Warning,2025-04-06,2025-05-04,,
CASE000492,CUST000371,Godrej Logistics Limited,INV0003703,2025-03-07,102211.10,47,Medium,Open,Rahul Gupta,REP000006,Standard Follow-up,2025-03-24,2025-04-23,,
CASE000493,CUST000372,L&T Logistics Limited,INV0003715,2024-12-29,227928.02,119,Critical,In Progress,Rajesh Mishra,REP000029,Settlement Offer,2025-04-13,2025-04-24,,
CASE000494,CUST000374,SBI Logistics Limited,INV0003731,2025-01-27,5204269.51,89,Critical,In Progress,Rakesh Joshi,REP000048,Payment Plan,2025-03-30,2025-04-19,,
