customer_id,customer_name,risk_score,risk_category,credit_limit,outstanding_amount,credit_utilization,overdue_rate,avg_days_late,total_invoices,overdue_invoices,has_disputes,has_collection_history,recommended_action,last_assessment_date
CUST000173,ICICI Healthcare Limited,26,Low Risk,6576114,101850.66,1.55%,0.00%,11.0,4,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000174,SBI Healthcare Limited,33,Low Risk,48750346,882292.23,1.81%,0.00%,6.0,7,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000175,TCS Healthcare Limited,46,Low Risk,5620088,860400.28,15.31%,50.00%,0.0,4,2,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000176,Bajaj Healthcare Limited,46,Low Risk,28362450,3066675.18,10.81%,25.00%,15.0,4,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000177,HCL Healthcare Limited,43,Low Risk,7878802,1603051.66,20.35%,75.00%,0.0,4,3,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000178,Hindustan Healthcare Limited,36,Low Risk,871096,188475.17,21.64%,40.00%,3.0,5,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000179,Indian Healthcare Limited,48,Low Risk,142681,61267.76,42.94%,12.50%,11.7,8,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000180,Tech Healthcare Limited,36,Low Risk,45834528,709026.77,1.55%,14.29%,24.3,7,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000181,Tata Retail Limited,44,Low Risk,5747671,870633.23,15.15%,40.00%,21.0,5,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000182,Reliance Retail Limited,51,Medium Risk,26445873,1170776.98,4.43%,25.00%,27.0,4,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000183,Infosys Retail Limited,40,Low Risk,612358,0.00,0.00%,0.00%,19.3,8,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000184,Bharti Retail Limited,51,Medium Risk,492160,71113.74,14.45%,50.00%,11.0,4,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000185,HDFC Retail Limited,36,Low Risk,8297593,1478167.92,17.81%,33.33%,8.0,6,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000186,Wipro Retail Limited,25,Low Risk,19418239,1620346.36,8.34%,0.00%,6.3,4,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000187,Mahindra Retail Limited,32,Low Risk,13267867,2195010.09,16.54%,33.33%,0.0,3,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000188,Birla Retail Limited,44,Low Risk,32212839,352091.02,1.09%,33.33%,38.5,3,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000189,Adani Retail Limited,30,Low Risk,3746892,296359.63,7.91%,20.00%,7.5,5,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000190,JSW Retail Limited,57,Medium Risk,16301594,1897444.53,11.64%,40.00%,61.5,5,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000191,Godrej Retail Limited,51,Medium Risk,3435647,353943.16,10.30%,16.67%,33.8,6,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000192,L&T Retail Limited,58,Medium Risk,324582,251367.74,77.44%,50.00%,0.0,4,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000193,ICICI Retail Limited,43,Low Risk,855189,207867.75,24.31%,33.33%,0.0,3,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000194,SBI Retail Limited,38,Low Risk,764981,227025.30,29.68%,12.50%,17.6,8,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000195,TCS Retail Limited,40,Low Risk,119404812,5878363.48,4.92%,66.67%,4.0,3,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000196,Bajaj Retail Limited,42,Low Risk,37028551,2871559.82,7.75%,28.57%,6.0,7,2,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000197,HCL Retail Limited,54,Medium Risk,9552167,1085313.57,11.36%,42.86%,22.7,7,3,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000198,Hindustan Retail Limited,50,Medium Risk,12429638,1536469.47,12.36%,50.00%,131.0,4,2,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000199,Indian Retail Limited,36,Low Risk,6587469,665919.46,10.11%,25.00%,15.5,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000200,Tech Retail Limited,50,Medium Risk,38043171,4840688.84,12.72%,50.00%,29.7,8,4,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000201,Tata Media Limited,50,Medium Risk,305897,333249.13,108.94%,40.00%,0.0,5,2,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000202,Reliance Media Limited,49,Low Risk,1405691,374189.06,26.62%,33.33%,52.5,3,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000203,Infosys Media Limited,39,Low Risk,667803,79897.77,11.96%,0.00%,12.6,6,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000204,Bharti Media Limited,31,Low Risk,23926769,574245.31,2.40%,0.00%,2.0,4,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000205,HDFC Media Limited,27,Low Risk,32770787,0.00,0.00%,0.00%,13.3,3,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000206,Wipro Media Limited,50,Medium Risk,5369509,678826.30,12.64%,25.00%,22.4,8,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000207,Mahindra Media Limited,51,Medium Risk,13523838,4172896.16,30.86%,37.50%,34.0,8,3,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000208,Birla Media Limited,30,Low Risk,944102,131585.87,13.94%,25.00%,1.2,8,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000209,Adani Media Limited,35,Low Risk,8742867,0.00,0.00%,0.00%,74.7,3,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000210,JSW Media Limited,32,Low Risk,199164,0.00,0.00%,0.00%,23.2,6,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000211,Godrej Media Limited,35,Low Risk,36823075,0.00,0.00%,0.00%,43.8,4,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000212,L&T Media Limited,43,Low Risk,529044,0.00,0.00%,0.00%,26.0,6,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000213,ICICI Media Limited,51,Medium Risk,918197,248615.44,27.08%,57.14%,23.5,7,4,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000214,SBI Media Limited,38,Low Risk,37916653,1159989.74,3.06%,0.00%,14.0,5,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000215,TCS Media Limited,44,Low Risk,19637189,2237422.06,11.39%,28.57%,34.3,7,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000216,Bajaj Media Limited,48,Low Risk,525671,78701.78,14.97%,0.00%,39.6,8,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000217,HCL Media Limited,42,Low Risk,403246,137591.75,34.12%,20.00%,0.0,5,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000218,Hindustan Media Limited,41,Low Risk,5233376,690357.51,13.19%,12.50%,38.0,8,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000219,Indian Media Limited,58,Medium Risk,363631,240182.58,66.05%,37.50%,52.3,8,3,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000220,Tech Media Limited,42,Low Risk,538688,0.00,0.00%,0.00%,24.0,4,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000221,Tata Telecom Limited,53,Medium Risk,3569930,1324988.36,37.12%,50.00%,5.5,8,4,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000222,Reliance Telecom Limited,44,Low Risk,7047895,283296.94,4.02%,33.33%,31.0,3,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000223,Infosys Telecom Limited,37,Low Risk,4440162,839100.94,18.90%,14.29%,0.0,7,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000224,Bharti Telecom Limited,48,Low Risk,868817,145484.48,16.75%,28.57%,16.0,7,2,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000225,HDFC Telecom Limited,59,Medium Risk,1703157,750999.43,44.09%,20.00%,47.0,5,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000226,Wipro Telecom Limited,45,Low Risk,220713,70219.96,31.82%,25.00%,24.5,8,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000227,Mahindra Telecom Limited,34,Low Risk,6952116,524463.32,7.54%,0.00%,5.0,3,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000228,Birla Telecom Limited,37,Low Risk,7473009,612241.58,8.19%,25.00%,19.0,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000229,Adani Telecom Limited,45,Low Risk,10760617,0.00,0.00%,0.00%,47.0,4,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000230,JSW Telecom Limited,52,Medium Risk,179492276,7067982.07,3.94%,66.67%,51.0,3,2,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000231,Godrej Telecom Limited,27,Low Risk,7278695,231661.90,3.18%,0.00%,12.2,6,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000232,L&T Telecom Limited,43,Low Risk,696053,225121.75,32.34%,20.00%,23.0,5,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000233,ICICI Telecom Limited,49,Low Risk,205960,57876.35,28.10%,33.33%,69.5,3,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000234,SBI Telecom Limited,32,Low Risk,7366722,493876.72,6.70%,25.00%,9.0,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000235,TCS Telecom Limited,67,Medium Risk,5317291,1348292.45,25.36%,66.67%,72.0,6,4,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000236,Bajaj Telecom Limited,57,Medium Risk,533835,182379.15,34.16%,60.00%,86.0,5,3,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000237,HCL Telecom Limited,59,Medium Risk,40365730,3100724.32,7.68%,50.00%,30.7,6,3,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000238,Hindustan Telecom Limited,38,Low Risk,803841,56766.85,7.06%,66.67%,0.0,3,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000239,Indian Telecom Limited,41,Low Risk,4962669,943076.86,19.00%,50.00%,9.7,6,3,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000240,Tech Telecom Limited,59,Medium Risk,671819,242481.97,36.09%,66.67%,49.0,6,4,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000241,Tata Software Limited,27,Low Risk,43960396,2552481.34,5.81%,25.00%,0.0,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000242,Reliance Software Limited,40,Low Risk,22674361,1644736.15,7.25%,33.33%,0.0,3,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000243,Infosys Software Limited,53,Medium Risk,37880572,3193201.02,8.43%,25.00%,41.4,8,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000244,Bharti Software Limited,40,Low Risk,586908,19307.83,3.29%,33.33%,1.5,3,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000245,HDFC Software Limited,60,Medium Risk,764296,210405.55,27.53%,37.50%,33.8,8,3,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000246,Wipro Software Limited,28,Low Risk,11388140,1142052.54,10.03%,0.00%,12.5,5,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000247,Mahindra Software Limited,45,Low Risk,26750576,1732562.62,6.48%,33.33%,31.5,3,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000248,Birla Software Limited,26,Low Risk,8920950,411431.27,4.61%,0.00%,9.4,6,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000249,Adani Software Limited,33,Low Risk,2291929,682765.05,29.79%,12.50%,8.3,8,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000250,JSW Software Limited,23,Minimal Risk,960147,64824.38,6.75%,0.00%,3.7,5,0,No,No,Standard Terms / Potential Credit Increase,2025-04-15
CUST000251,Godrej Software Limited,50,Medium Risk,4773656,1088928.55,22.81%,40.00%,73.0,5,2,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000252,L&T Software Limited,35,Low Risk,614674,0.00,0.00%,0.00%,29.6,5,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000253,ICICI Software Limited,52,Medium Risk,237165,130897.05,55.19%,40.00%,21.7,5,2,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000254,SBI Software Limited,38,Low Risk,716883,57683.23,8.05%,0.00%,13.5,3,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000255,TCS Software Limited,45,Low Risk,6730813,0.00,0.00%,0.00%,71.0,3,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000256,Bajaj Software Limited,34,Low Risk,40583427,3755999.74,9.26%,14.29%,17.0,7,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000257,HCL Software Limited,37,Low Risk,38011354,5500310.33,14.47%,16.67%,0.0,6,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000258,Hindustan Software Limited,42,Low Risk,14500369,1299803.95,8.96%,20.00%,44.0,5,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000259,Indian Software Limited,53,Medium Risk,2175103,524536.39,24.12%,66.67%,4.0,3,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000260,Tech Software Limited,31,Low Risk,90527053,21649383.55,23.91%,25.00%,0.0,8,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000261,Tata Hardware Limited,53,Medium Risk,707847,191704.32,27.08%,50.00%,42.5,4,2,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000262,Reliance Hardware Limited,53,Medium Risk,191256,138822.27,72.58%,12.50%,38.7,8,1,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000263,Infosys Hardware Limited,54,Medium Risk,3958940,512109.12,12.94%,25.00%,32.3,4,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000264,Bharti Hardware Limited,46,Low Risk,17360868,1045909.26,6.02%,0.00%,40.0,3,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000265,HDFC Hardware Limited,30,Low Risk,842472,48727.37,5.78%,0.00%,17.8,5,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000266,Wipro Hardware Limited,51,Medium Risk,99625443,12028891.73,12.07%,12.50%,58.4,8,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000267,Mahindra Hardware Limited,46,Low Risk,695431,154965.96,22.28%,25.00%,29.6,8,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000268,Birla Hardware Limited,35,Low Risk,459807,0.00,0.00%,0.00%,35.6,5,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000269,Adani Hardware Limited,52,Medium Risk,6669686,549909.56,8.24%,20.00%,61.3,5,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000270,JSW Hardware Limited,36,Low Risk,4536315,818071.20,18.03%,50.00%,0.0,4,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000271,Godrej Hardware Limited,41,Low Risk,2910428,0.00,0.00%,0.00%,22.8,4,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000272,L&T Hardware Limited,60,Medium Risk,742882,167488.52,22.55%,42.86%,44.7,7,3,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000273,ICICI Hardware Limited,50,Medium Risk,5191764,1380617.33,26.59%,0.00%,29.3,6,0,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000274,SBI Hardware Limited,36,Low Risk,5524715,216788.87,3.92%,0.00%,29.8,6,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000275,TCS Hardware Limited,56,Medium Risk,738106,101053.73,13.69%,33.33%,61.5,3,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000276,Bajaj Hardware Limited,52,Medium Risk,117201912,4142392.28,3.53%,25.00%,39.0,4,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000277,HCL Hardware Limited,27,Low Risk,6255818,444759.85,7.11%,0.00%,12.0,5,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000278,Hindustan Hardware Limited,40,Low Risk,6103319,962710.59,15.77%,66.67%,0.0,3,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000279,Indian Hardware Limited,52,Medium Risk,5571833,240543.21,4.32%,25.00%,68.0,4,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000280,Tech Hardware Limited,41,Low Risk,4576695,362809.12,7.93%,33.33%,2.0,3,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000281,Tata Food Limited,32,Low Risk,39801392,1130902.51,2.84%,16.67%,14.4,6,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000282,Reliance Food Limited,30,Low Risk,432050,86899.64,20.11%,25.00%,0.0,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000283,Infosys Food Limited,51,Medium Risk,36729853,5642658.75,15.36%,33.33%,19.0,6,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000284,Bharti Food Limited,45,Low Risk,3841087,1102850.13,28.71%,33.33%,21.8,6,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000285,HDFC Food Limited,47,Low Risk,691430,73704.66,10.66%,50.00%,4.0,4,2,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000286,Wipro Food Limited,32,Low Risk,5886456,643617.51,10.93%,0.00%,0.0,4,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000287,Mahindra Food Limited,43,Low Risk,1777777,196152.12,11.03%,25.00%,42.0,8,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000288,Birla Food Limited,50,Medium Risk,481448,245171.57,50.92%,25.00%,26.5,8,2,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000289,Adani Food Limited,41,Low Risk,18087415,503939.85,2.79%,12.50%,15.6,8,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000290,JSW Food Limited,34,Low Risk,855281,178611.01,20.88%,33.33%,2.0,3,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000291,Godrej Food Limited,42,Low Risk,507900,39775.93,7.83%,20.00%,41.5,5,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000292,L&T Food Limited,44,Low Risk,3290930,430182.51,13.07%,25.00%,34.3,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000293,ICICI Food Limited,39,Low Risk,9070351,721070.35,7.95%,16.67%,5.8,6,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000294,SBI Food Limited,48,Low Risk,6438390,765894.45,11.90%,14.29%,23.3,7,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000295,TCS Food Limited,31,Low Risk,42195942,5893762.66,13.97%,33.33%,0.0,6,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000296,Bajaj Food Limited,34,Low Risk,575237,124401.51,21.63%,0.00%,0.0,4,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000297,HCL Food Limited,46,Low Risk,2744060,569737.80,20.76%,50.00%,18.5,4,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000298,Hindustan Food Limited,46,Low Risk,10450028,1981266.58,18.96%,28.57%,34.2,7,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000299,Indian Food Limited,47,Low Risk,4372753,721663.01,16.50%,33.33%,84.3,6,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000300,Tech Food Limited,40,Low Risk,28214592,2859338.76,10.13%,12.50%,37.0,8,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000301,Tata Agro Limited,44,Low Risk,18884808,5193828.48,27.50%,25.00%,5.3,8,2,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000302,Reliance Agro Limited,38,Low Risk,949905,120160.63,12.65%,0.00%,33.0,5,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000303,Infosys Agro Limited,52,Medium Risk,1452477,750833.21,51.69%,33.33%,7.5,6,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000304,Bharti Agro Limited,30,Low Risk,5948723,358490.66,6.03%,33.33%,0.5,3,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000305,HDFC Agro Limited,45,Low Risk,7576137,0.00,0.00%,0.00%,41.5,4,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000306,Wipro Agro Limited,41,Low Risk,9144066,1243592.92,13.60%,20.00%,6.5,5,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000307,Mahindra Agro Limited,41,Low Risk,879091,143111.10,16.28%,12.50%,57.3,8,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000308,Birla Agro Limited,44,Low Risk,292886,260793.82,89.04%,12.50%,6.0,8,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000309,Adani Agro Limited,74,Medium Risk,647521,470578.27,72.67%,57.14%,64.0,7,4,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000310,JSW Agro Limited,26,Low Risk,7894999,1167916.15,14.79%,0.00%,5.2,8,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000311,Godrej Agro Limited,41,Low Risk,14017727,2089571.52,14.91%,33.33%,0.0,3,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000312,L&T Agro Limited,56,Medium Risk,207855,195929.39,94.26%,66.67%,0.0,6,4,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000313,ICICI Agro Limited,32,Low Risk,30713148,1735301.60,5.65%,25.00%,10.0,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000314,SBI Agro Limited,52,Medium Risk,849626,152602.20,17.96%,60.00%,27.5,5,3,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000315,TCS Agro Limited,33,Low Risk,580584,0.00,0.00%,0.00%,26.0,4,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000316,Bajaj Agro Limited,38,Low Risk,3658835,373884.26,10.22%,14.29%,25.5,7,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000317,HCL Agro Limited,38,Low Risk,6776790,74613.69,1.10%,25.00%,22.3,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000318,Hindustan Agro Limited,49,Low Risk,905086,66562.02,7.35%,50.00%,39.0,6,3,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000319,Indian Agro Limited,57,Medium Risk,6551301,1003605.20,15.32%,50.00%,23.5,4,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000320,Tech Agro Limited,42,Low Risk,767358,38921.83,5.07%,14.29%,14.8,7,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000321,Tata Resources Limited,48,Low Risk,1751060,502615.04,28.70%,12.50%,18.1,8,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000322,Reliance Resources Limited,52,Medium Risk,2648705,955456.84,36.07%,37.50%,39.2,8,3,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000323,Infosys Resources Limited,28,Low Risk,352184,15858.08,4.50%,0.00%,13.2,6,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000324,Bharti Resources Limited,52,Medium Risk,483214,163822.49,33.90%,33.33%,13.0,3,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000325,HDFC Resources Limited,37,Low Risk,2208070,254684.57,11.53%,0.00%,34.7,4,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000326,Wipro Resources Limited,47,Low Risk,119552317,4773724.41,3.99%,42.86%,48.3,7,3,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000327,Mahindra Resources Limited,51,Medium Risk,7979602,1119606.47,14.03%,14.29%,36.2,7,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000328,Birla Resources Limited,44,Low Risk,3261365,1227324.77,37.63%,50.00%,8.0,6,3,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000329,Adani Resources Limited,35,Low Risk,8639752,0.00,0.00%,0.00%,32.7,3,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000330,JSW Resources Limited,41,Low Risk,17679321,3612150.36,20.43%,66.67%,0.0,3,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000331,Godrej Resources Limited,27,Low Risk,6995297,342189.10,4.89%,25.00%,0.0,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000332,L&T Resources Limited,58,Medium Risk,775863,131922.13,17.00%,50.00%,23.5,4,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000333,ICICI Resources Limited,51,Medium Risk,668140,23833.09,3.57%,20.00%,58.0,5,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000334,SBI Resources Limited,55,Medium Risk,10501670,2463283.16,23.46%,20.00%,37.0,5,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000335,TCS Resources Limited,29,Low Risk,43449656,730976.00,1.68%,33.33%,0.0,3,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000336,Bajaj Resources Limited,40,Low Risk,1212022,448742.55,37.02%,50.00%,0.0,4,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000337,HCL Resources Limited,40,Low Risk,798975,176654.82,22.11%,12.50%,25.8,8,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000338,Hindustan Resources Limited,62,Medium Risk,489634,204944.92,41.86%,33.33%,52.7,6,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000339,Indian Resources Limited,45,Low Risk,22610311,0.00,0.00%,0.00%,30.3,3,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000340,Tech Resources Limited,49,Low Risk,2500645,532525.00,21.30%,0.00%,31.0,4,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000341,Tata Chemicals Limited,44,Low Risk,5099807,600117.34,11.77%,25.00%,30.0,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000342,Reliance Chemicals Limited,38,Low Risk,19580350,3949618.20,20.17%,14.29%,0.0,7,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000343,Infosys Chemicals Limited,49,Low Risk,142812925,11600612.30,8.12%,50.00%,55.0,4,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000344,Bharti Chemicals Limited,45,Low Risk,22317922,0.00,0.00%,0.00%,42.7,3,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000345,HDFC Chemicals Limited,25,Low Risk,7643394,667073.85,8.73%,12.50%,1.0,8,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000346,Wipro Chemicals Limited,43,Low Risk,3473185,660440.58,19.02%,66.67%,6.0,3,2,No,No,Monthly Review / Standard Terms,2025-04-15
