gl_entry_id,posting_date,document_type,document_number,account_code,account_description,debit,credit,currency,reference,customer_id
GL00002667-2,2025-03-24,Invoice,INV0002667,400000,Sales Revenue,0.00,42095.28,INR,PO-424939,CUST000267
GL00002667-3,2025-03-24,Invoice,INV0002667,220000,Sales Tax Payable,0.00,7577.15,INR,PO-424939,CUST000267
GL00002668-1,2024-12-19,Invoice,INV0002668,120000,Accounts Receivable,77960.41,0.00,INR,PO-647112,CUST000267
GL00002668-2,2024-12-19,Invoice,INV0002668,400000,Sales Revenue,0.00,69607.51,INR,PO-647112,CUST000267
GL00002668-3,2024-12-19,Invoice,INV0002668,220000,Sales Tax Payable,0.00,8352.90,INR,PO-647112,CUST000267
GL00002671-1,2025-04-01,Invoice,INV0002671,120000,Accounts Receivable,49701.86,0.00,INR,PO-542774,CUST000268
GL00002671-2,2025-04-01,Invoice,INV0002671,400000,Sales Revenue,0.00,42120.22,INR,PO-542774,CUST000268
GL00002671-3,2025-04-01,Invoice,INV0002671,220000,Sales Tax Payable,0.00,7581.64,INR,PO-542774,CUST000268
GL00012671-1,2025-04-09,Payment,PAY0002671,110000,Bank Account,49701.86,0.00,INR,Payment for INV0002671,CUST000268
GL00012671-2,2025-04-09,Payment,PAY0002671,120000,Accounts Receivable,0.00,49701.86,INR,Payment for INV0002671,CUST000268
GL00002672-1,2024-10-30,Invoice,INV0002672,120000,Accounts Receivable,114018.35,0.00,INR,PO-675589,CUST000268
GL00002672-2,2024-10-30,Invoice,INV0002672,400000,Sales Revenue,0.00,96625.72,INR,PO-675589,CUST000268
GL00002672-3,2024-10-30,Invoice,INV0002672,220000,Sales Tax Payable,0.00,17392.63,INR,PO-675589,CUST000268
GL00012672-1,2024-12-14,Payment,PAY0002672,110000,Bank Account,114018.35,0.00,INR,Payment for INV0002672,CUST000268
GL00012672-2,2024-12-14,Payment,PAY0002672,120000,Accounts Receivable,0.00,114018.35,INR,Payment for INV0002672,CUST000268
GL00002673-1,2024-12-20,Invoice,INV0002673,120000,Accounts Receivable,23035.94,0.00,INR,PO-156760,CUST000268
GL00002673-2,2024-12-20,Invoice,INV0002673,400000,Sales Revenue,0.00,19521.98,INR,PO-156760,CUST000268
GL00002673-3,2024-12-20,Invoice,INV0002673,220000,Sales Tax Payable,0.00,3513.96,INR,PO-156760,CUST000268
GL00012673-1,2025-02-02,Payment,PAY0002673,110000,Bank Account,23035.94,0.00,INR,Payment for INV0002673,CUST000268
GL00012673-2,2025-02-02,Payment,PAY0002673,120000,Accounts Receivable,0.00,23035.94,INR,Payment for INV0002673,CUST000268
GL00002674-1,2024-11-05,Invoice,INV0002674,120000,Accounts Receivable,95992.27,0.00,INR,PO-868882,CUST000268
GL00002674-2,2024-11-05,Invoice,INV0002674,400000,Sales Revenue,0.00,81349.38,INR,PO-868882,CUST000268
GL00002674-3,2024-11-05,Invoice,INV0002674,220000,Sales Tax Payable,0.00,14642.89,INR,PO-868882,CUST000268
GL00012674-1,2025-01-15,Payment,PAY0002674,110000,Bank Account,95992.27,0.00,INR,Payment for INV0002674,CUST000268
GL00012674-2,2025-01-15,Payment,PAY0002674,120000,Accounts Receivable,0.00,95992.27,INR,Payment for INV0002674,CUST000268
GL00002675-1,2024-12-28,Invoice,INV0002675,120000,Accounts Receivable,60838.32,0.00,INR,PO-327035,CUST000268
GL00002675-2,2024-12-28,Invoice,INV0002675,400000,Sales Revenue,0.00,51557.90,INR,PO-327035,CUST000268
GL00002675-3,2024-12-28,Invoice,INV0002675,220000,Sales Tax Payable,0.00,9280.42,INR,PO-327035,CUST000268
GL00012675-1,2025-03-16,Payment,PAY0002675,110000,Bank Account,60838.32,0.00,INR,Payment for INV0002675,CUST000268
GL00012675-2,2025-03-16,Payment,PAY0002675,120000,Accounts Receivable,0.00,60838.32,INR,Payment for INV0002675,CUST000268
GL00002681-1,2025-03-04,Invoice,INV0002681,120000,Accounts Receivable,549909.56,0.00,INR,PO-271334,CUST000269
GL00002681-2,2025-03-04,Invoice,INV0002681,400000,Sales Revenue,0.00,466025.05,INR,PO-271334,CUST000269
GL00002681-3,2025-03-04,Invoice,INV0002681,220000,Sales Tax Payable,0.00,83884.51,INR,PO-271334,CUST000269
GL00002682-1,2024-11-14,Invoice,INV0002682,120000,Accounts Receivable,147175.00,0.00,INR,PO-993511,CUST000269
GL00002682-2,2024-11-14,Invoice,INV0002682,400000,Sales Revenue,0.00,114980.47,INR,PO-993511,CUST000269
GL00002682-3,2024-11-14,Invoice,INV0002682,220000,Sales Tax Payable,0.00,32194.53,INR,PO-993511,CUST000269
GL00012682-1,2025-01-27,Payment,PAY0002682,110000,Bank Account,147175.00,0.00,INR,Payment for INV0002682,CUST000269
GL00012682-2,2025-01-27,Payment,PAY0002682,120000,Accounts Receivable,0.00,147175.00,INR,Payment for INV0002682,CUST000269
GL00002683-1,2025-01-16,Invoice,INV0002683,120000,Accounts Receivable,369301.77,0.00,INR,PO-303367,CUST000269
GL00002683-2,2025-01-16,Invoice,INV0002683,400000,Sales Revenue,0.00,351715.97,INR,PO-303367,CUST000269
GL00002683-3,2025-01-16,Invoice,INV0002683,220000,Sales Tax Payable,0.00,17585.80,INR,PO-303367,CUST000269
GL00012683-1,2025-03-29,Payment,PAY0002683,110000,Bank Account,369301.77,0.00,INR,Payment for INV0002683,CUST000269
GL00012683-2,2025-03-29,Payment,PAY0002683,120000,Accounts Receivable,0.00,369301.77,INR,Payment for INV0002683,CUST000269
GL00002684-1,2024-12-29,Invoice,INV0002684,120000,Accounts Receivable,308770.18,0.00,INR,PO-647794,CUST000269
GL00002684-2,2024-12-29,Invoice,INV0002684,400000,Sales Revenue,0.00,294066.84,INR,PO-647794,CUST000269
GL00002684-3,2024-12-29,Invoice,INV0002684,220000,Sales Tax Payable,0.00,14703.34,INR,PO-647794,CUST000269
GL00012684-1,2025-03-29,Payment,PAY0002684,110000,Bank Account,308770.18,0.00,INR,Payment for INV0002684,CUST000269
GL00012684-2,2025-03-29,Payment,PAY0002684,120000,Accounts Receivable,0.00,308770.18,INR,Payment for INV0002684,CUST000269
GL00002685-1,2024-11-28,Invoice,INV0002685,120000,Accounts Receivable,523742.39,0.00,INR,PO-508773,CUST000269
GL00002685-2,2024-11-28,Invoice,INV0002685,400000,Sales Revenue,0.00,467627.13,INR,PO-508773,CUST000269
GL00002685-3,2024-11-28,Invoice,INV0002685,220000,Sales Tax Payable,0.00,56115.26,INR,PO-508773,CUST000269
GL00012685-1,2025-04-06,Payment,PAY0002685,110000,Bank Account,523742.39,0.00,INR,Payment for INV0002685,CUST000269
GL00012685-2,2025-04-06,Payment,PAY0002685,120000,Accounts Receivable,0.00,523742.39,INR,Payment for INV0002685,CUST000269
GL00002691-1,2024-11-01,Invoice,INV0002691,120000,Accounts Receivable,220649.83,0.00,INR,PO-582633,CUST000270
GL00002691-2,2024-11-01,Invoice,INV0002691,400000,Sales Revenue,0.00,186991.38,INR,PO-582633,CUST000270
GL00002691-3,2024-11-01,Invoice,INV0002691,220000,Sales Tax Payable,0.00,33658.45,INR,PO-582633,CUST000270
GL00002692-1,2025-04-14,Invoice,INV0002692,120000,Accounts Receivable,374417.52,0.00,INR,PO-227294,CUST000270
GL00002692-2,2025-04-14,Invoice,INV0002692,400000,Sales Revenue,0.00,356588.11,INR,PO-227294,CUST000270
GL00002692-3,2025-04-14,Invoice,INV0002692,220000,Sales Tax Payable,0.00,17829.41,INR,PO-227294,CUST000270
GL00002693-1,2024-12-29,Invoice,INV0002693,120000,Accounts Receivable,223003.85,0.00,INR,PO-159673,CUST000270
GL00002693-2,2024-12-29,Invoice,INV0002693,400000,Sales Revenue,0.00,188986.31,INR,PO-159673,CUST000270
GL00002693-3,2024-12-29,Invoice,INV0002693,220000,Sales Tax Payable,0.00,34017.54,INR,PO-159673,CUST000270
GL00002694-1,2024-11-19,Invoice,INV0002694,120000,Accounts Receivable,487051.21,0.00,INR,PO-393353,CUST000270
GL00002694-2,2024-11-19,Invoice,INV0002694,400000,Sales Revenue,0.00,412755.26,INR,PO-393353,CUST000270
GL00002694-3,2024-11-19,Invoice,INV0002694,220000,Sales Tax Payable,0.00,74295.95,INR,PO-393353,CUST000270
GL00012694-1,2024-12-06,Payment,PAY0002694,110000,Bank Account,487051.21,0.00,INR,Payment for INV0002694,CUST000270
GL00012694-2,2024-12-06,Payment,PAY0002694,120000,Accounts Receivable,0.00,487051.21,INR,Payment for INV0002694,CUST000270
GL00002701-1,2025-02-11,Invoice,INV0002701,120000,Accounts Receivable,320624.43,0.00,INR,PO-123414,CUST000271
GL00002701-2,2025-02-11,Invoice,INV0002701,400000,Sales Revenue,0.00,305356.60,INR,PO-123414,CUST000271
GL00002701-3,2025-02-11,Invoice,INV0002701,220000,Sales Tax Payable,0.00,15267.83,INR,PO-123414,CUST000271
GL00012701-1,2025-02-26,Payment,PAY0002701,110000,Bank Account,320624.43,0.00,INR,Payment for INV0002701,CUST000271
GL00012701-2,2025-02-26,Payment,PAY0002701,120000,Accounts Receivable,0.00,320624.43,INR,Payment for INV0002701,CUST000271
GL00002702-1,2025-02-08,Invoice,INV0002702,120000,Accounts Receivable,147128.26,0.00,INR,PO-754849,CUST000271
GL00002702-2,2025-02-08,Invoice,INV0002702,400000,Sales Revenue,0.00,124684.97,INR,PO-754849,CUST000271
GL00002702-3,2025-02-08,Invoice,INV0002702,220000,Sales Tax Payable,0.00,22443.29,INR,PO-754849,CUST000271
GL00012702-1,2025-02-22,Payment,PAY0002702,110000,Bank Account,147128.26,0.00,INR,Payment for INV0002702,CUST000271
GL00012702-2,2025-02-22,Payment,PAY0002702,120000,Accounts Receivable,0.00,147128.26,INR,Payment for INV0002702,CUST000271
GL00002703-1,2024-12-11,Invoice,INV0002703,120000,Accounts Receivable,500587.58,0.00,INR,PO-930895,CUST000271
GL00002703-2,2024-12-11,Invoice,INV0002703,400000,Sales Revenue,0.00,476750.08,INR,PO-930895,CUST000271
GL00002703-3,2024-12-11,Invoice,INV0002703,220000,Sales Tax Payable,0.00,23837.50,INR,PO-930895,CUST000271
GL00012703-1,2025-04-11,Payment,PAY0002703,110000,Bank Account,500587.58,0.00,INR,Payment for INV0002703,CUST000271
GL00012703-2,2025-04-11,Payment,PAY0002703,120000,Accounts Receivable,0.00,500587.58,INR,Payment for INV0002703,CUST000271
GL00002704-1,2025-02-26,Invoice,INV0002704,120000,Accounts Receivable,168804.96,0.00,INR,PO-398901,CUST000271
GL00002704-2,2025-02-26,Invoice,INV0002704,400000,Sales Revenue,0.00,143055.05,INR,PO-398901,CUST000271
GL00002704-3,2025-02-26,Invoice,INV0002704,220000,Sales Tax Payable,0.00,25749.91,INR,PO-398901,CUST000271
GL00012704-1,2025-03-17,Payment,PAY0002704,110000,Bank Account,168804.96,0.00,INR,Payment for INV0002704,CUST000271
GL00012704-2,2025-03-17,Payment,PAY0002704,120000,Accounts Receivable,0.00,168804.96,INR,Payment for INV0002704,CUST000271
GL00002711-1,2024-12-19,Invoice,INV0002711,120000,Accounts Receivable,88938.91,0.00,INR,PO-593017,CUST000272
GL00002711-2,2024-12-19,Invoice,INV0002711,400000,Sales Revenue,0.00,79409.74,INR,PO-593017,CUST000272
GL00002711-3,2024-12-19,Invoice,INV0002711,220000,Sales Tax Payable,0.00,9529.17,INR,PO-593017,CUST000272
GL00012711-1,2025-04-02,Payment,PAY0002711,110000,Bank Account,88938.91,0.00,INR,Payment for INV0002711,CUST000272
GL00012711-2,2025-04-02,Payment,PAY0002711,120000,Accounts Receivable,0.00,88938.91,INR,Payment for INV0002711,CUST000272
GL00002712-1,2025-03-21,Invoice,INV0002712,120000,Accounts Receivable,105050.64,0.00,INR,PO-700075,CUST000272
GL00002712-2,2025-03-21,Invoice,INV0002712,400000,Sales Revenue,0.00,93795.21,INR,PO-700075,CUST000272
GL00002712-3,2025-03-21,Invoice,INV0002712,220000,Sales Tax Payable,0.00,11255.43,INR,PO-700075,CUST000272
GL00002713-1,2024-11-28,Invoice,INV0002713,120000,Accounts Receivable,11865.45,0.00,INR,PO-233395,CUST000272
GL00002713-2,2024-11-28,Invoice,INV0002713,400000,Sales Revenue,0.00,10594.15,INR,PO-233395,CUST000272
GL00002713-3,2024-11-28,Invoice,INV0002713,220000,Sales Tax Payable,0.00,1271.30,INR,PO-233395,CUST000272
GL00002714-1,2024-10-28,Invoice,INV0002714,120000,Accounts Receivable,32267.35,0.00,INR,PO-343707,CUST000272
GL00002714-2,2024-10-28,Invoice,INV0002714,400000,Sales Revenue,0.00,27345.21,INR,PO-343707,CUST000272
GL00002714-3,2024-10-28,Invoice,INV0002714,220000,Sales Tax Payable,0.00,4922.14,INR,PO-343707,CUST000272
GL00002715-1,2024-10-26,Invoice,INV0002715,120000,Accounts Receivable,38575.10,0.00,INR,PO-768394,CUST000272
GL00002715-2,2024-10-26,Invoice,INV0002715,400000,Sales Revenue,0.00,36738.19,INR,PO-768394,CUST000272
GL00002715-3,2024-10-26,Invoice,INV0002715,220000,Sales Tax Payable,0.00,1836.91,INR,PO-768394,CUST000272
GL00012715-1,2025-01-24,Payment,PAY0002715,110000,Bank Account,38575.10,0.00,INR,Payment for INV0002715,CUST000272
GL00012715-2,2025-01-24,Payment,PAY0002715,120000,Accounts Receivable,0.00,38575.10,INR,Payment for INV0002715,CUST000272
GL00002716-1,2025-03-04,Invoice,INV0002716,120000,Accounts Receivable,18305.08,0.00,INR,PO-141587,CUST000272
GL00002716-2,2025-03-04,Invoice,INV0002716,400000,Sales Revenue,0.00,15512.78,INR,PO-141587,CUST000272
GL00002716-3,2025-03-04,Invoice,INV0002716,220000,Sales Tax Payable,0.00,2792.30,INR,PO-141587,CUST000272
GL00002717-1,2025-02-12,Invoice,INV0002717,120000,Accounts Receivable,21762.14,0.00,INR,PO-136680,CUST000272
GL00002717-2,2025-02-12,Invoice,INV0002717,400000,Sales Revenue,0.00,20725.85,INR,PO-136680,CUST000272
GL00002717-3,2025-02-12,Invoice,INV0002717,220000,Sales Tax Payable,0.00,1036.29,INR,PO-136680,CUST000272
GL00012717-1,2025-03-02,Payment,PAY0002717,110000,Bank Account,21762.14,0.00,INR,Payment for INV0002717,CUST000272
GL00012717-2,2025-03-02,Payment,PAY0002717,120000,Accounts Receivable,0.00,21762.14,INR,Payment for INV0002717,CUST000272
GL00002721-1,2024-11-27,Invoice,INV0002721,120000,Accounts Receivable,489054.06,0.00,INR,PO-658692,CUST000273
GL00002721-2,2024-11-27,Invoice,INV0002721,400000,Sales Revenue,0.00,414452.59,INR,PO-658692,CUST000273
GL00002721-3,2024-11-27,Invoice,INV0002721,220000,Sales Tax Payable,0.00,74601.47,INR,PO-658692,CUST000273
GL00012721-1,2025-04-08,Payment,PAY0002721,110000,Bank Account,489054.06,0.00,INR,Payment for INV0002721,CUST000273
GL00012721-2,2025-04-08,Payment,PAY0002721,120000,Accounts Receivable,0.00,489054.06,INR,Payment for INV0002721,CUST000273
GL00002722-1,2025-02-19,Invoice,INV0002722,120000,Accounts Receivable,120229.85,0.00,INR,PO-927683,CUST000273
GL00002722-2,2025-02-19,Invoice,INV0002722,400000,Sales Revenue,0.00,101889.70,INR,PO-927683,CUST000273
GL00002722-3,2025-02-19,Invoice,INV0002722,220000,Sales Tax Payable,0.00,18340.15,INR,PO-927683,CUST000273
GL00012722-1,2025-04-06,Payment,PAY0002722,110000,Bank Account,120229.85,0.00,INR,Payment for INV0002722,CUST000273
GL00012722-2,2025-04-06,Payment,PAY0002722,120000,Accounts Receivable,0.00,120229.85,INR,Payment for INV0002722,CUST000273
GL00002723-1,2025-03-22,Invoice,INV0002723,120000,Accounts Receivable,524355.83,0.00,INR,PO-184307,CUST000273
GL00002723-2,2025-03-22,Invoice,INV0002723,400000,Sales Revenue,0.00,444369.35,INR,PO-184307,CUST000273
GL00002723-3,2025-03-22,Invoice,INV0002723,220000,Sales Tax Payable,0.00,79986.48,INR,PO-184307,CUST000273
GL00012723-1,2025-04-14,Payment,PAY0002723,110000,Bank Account,524355.83,0.00,INR,Payment for INV0002723,CUST000273
GL00012723-2,2025-04-14,Payment,PAY0002723,120000,Accounts Receivable,0.00,524355.83,INR,Payment for INV0002723,CUST000273
GL00002724-1,2025-03-30,Invoice,INV0002724,120000,Accounts Receivable,349035.74,0.00,INR,PO-280285,CUST000273
GL00002724-2,2025-03-30,Invoice,INV0002724,400000,Sales Revenue,0.00,311639.05,INR,PO-280285,CUST000273
GL00002724-3,2025-03-30,Invoice,INV0002724,220000,Sales Tax Payable,0.00,37396.69,INR,PO-280285,CUST000273
GL00002725-1,2025-03-05,Invoice,INV0002725,120000,Accounts Receivable,553125.51,0.00,INR,PO-397805,CUST000273
GL00002725-2,2025-03-05,Invoice,INV0002725,400000,Sales Revenue,0.00,493862.06,INR,PO-397805,CUST000273
GL00002725-3,2025-03-05,Invoice,INV0002725,220000,Sales Tax Payable,0.00,59263.45,INR,PO-397805,CUST000273
GL00002726-1,2025-04-05,Invoice,INV0002726,120000,Accounts Receivable,478456.08,0.00,INR,PO-526448,CUST000273
GL00002726-2,2025-04-05,Invoice,INV0002726,400000,Sales Revenue,0.00,373793.81,INR,PO-526448,CUST000273
GL00002726-3,2025-04-05,Invoice,INV0002726,220000,Sales Tax Payable,0.00,104662.27,INR,PO-526448,CUST000273
GL00002731-1,2024-12-14,Invoice,INV0002731,120000,Accounts Receivable,312690.02,0.00,INR,PO-119484,CUST000274
GL00002731-2,2024-12-14,Invoice,INV0002731,400000,Sales Revenue,0.00,264991.54,INR,PO-119484,CUST000274
GL00002731-3,2024-12-14,Invoice,INV0002731,220000,Sales Tax Payable,0.00,47698.48,INR,PO-119484,CUST000274
GL00012731-1,2025-01-03,Payment,PAY0002731,110000,Bank Account,312690.02,0.00,INR,Payment for INV0002731,CUST000274
GL00012731-2,2025-01-03,Payment,PAY0002731,120000,Accounts Receivable,0.00,312690.02,INR,Payment for INV0002731,CUST000274
GL00002732-1,2025-02-17,Invoice,INV0002732,120000,Accounts Receivable,529078.75,0.00,INR,PO-921627,CUST000274
GL00002732-2,2025-02-17,Invoice,INV0002732,400000,Sales Revenue,0.00,472391.74,INR,PO-921627,CUST000274
GL00002732-3,2025-02-17,Invoice,INV0002732,220000,Sales Tax Payable,0.00,56687.01,INR,PO-921627,CUST000274
GL00012732-1,2025-04-07,Payment,PAY0002732,110000,Bank Account,529078.75,0.00,INR,Payment for INV0002732,CUST000274
GL00012732-2,2025-04-07,Payment,PAY0002732,120000,Accounts Receivable,0.00,529078.75,INR,Payment for INV0002732,CUST000274
GL00002733-1,2025-04-12,Invoice,INV0002733,120000,Accounts Receivable,459823.53,0.00,INR,PO-685393,CUST000274
GL00002733-2,2025-04-12,Invoice,INV0002733,400000,Sales Revenue,0.00,410556.72,INR,PO-685393,CUST000274
GL00002733-3,2025-04-12,Invoice,INV0002733,220000,Sales Tax Payable,0.00,49266.81,INR,PO-685393,CUST000274
GL00012733-1,2025-05-04,Payment,PAY0002733,110000,Bank Account,243034.66,0.00,INR,Payment for INV0002733,CUST000274
GL00012733-2,2025-05-04,Payment,PAY0002733,120000,Accounts Receivable,0.00,243034.66,INR,Payment for INV0002733,CUST000274
GL00002734-1,2024-12-23,Invoice,INV0002734,120000,Accounts Receivable,576041.36,0.00,INR,PO-620849,CUST000274
GL00002734-2,2024-12-23,Invoice,INV0002734,400000,Sales Revenue,0.00,488170.64,INR,PO-620849,CUST000274
GL00002734-3,2024-12-23,Invoice,INV0002734,220000,Sales Tax Payable,0.00,87870.72,INR,PO-620849,CUST000274
GL00012734-1,2025-02-23,Payment,PAY0002734,110000,Bank Account,576041.36,0.00,INR,Payment for INV0002734,CUST000274
GL00012734-2,2025-02-23,Payment,PAY0002734,120000,Accounts Receivable,0.00,576041.36,INR,Payment for INV0002734,CUST000274
GL00002735-1,2025-02-21,Invoice,INV0002735,120000,Accounts Receivable,163180.07,0.00,INR,PO-801729,CUST000274
GL00002735-2,2025-02-21,Invoice,INV0002735,400000,Sales Revenue,0.00,127484.43,INR,PO-801729,CUST000274
GL00002735-3,2025-02-21,Invoice,INV0002735,220000,Sales Tax Payable,0.00,35695.64,INR,PO-801729,CUST000274
GL00012735-1,2025-04-06,Payment,PAY0002735,110000,Bank Account,163180.07,0.00,INR,Payment for INV0002735,CUST000274
GL00012735-2,2025-04-06,Payment,PAY0002735,120000,Accounts Receivable,0.00,163180.07,INR,Payment for INV0002735,CUST000274
GL00002736-1,2024-11-22,Invoice,INV0002736,120000,Accounts Receivable,74795.56,0.00,INR,PO-649011,CUST000274
GL00002736-2,2024-11-22,Invoice,INV0002736,400000,Sales Revenue,0.00,63386.07,INR,PO-649011,CUST000274
GL00002736-3,2024-11-22,Invoice,INV0002736,220000,Sales Tax Payable,0.00,11409.49,INR,PO-649011,CUST000274
GL00012736-1,2025-03-16,Payment,PAY0002736,110000,Bank Account,74795.56,0.00,INR,Payment for INV0002736,CUST000274
GL00012736-2,2025-03-16,Payment,PAY0002736,120000,Accounts Receivable,0.00,74795.56,INR,Payment for INV0002736,CUST000274
GL00002741-1,2024-11-10,Invoice,INV0002741,120000,Accounts Receivable,16168.61,0.00,INR,PO-473823,CUST000275
GL00002741-2,2024-11-10,Invoice,INV0002741,400000,Sales Revenue,0.00,13702.21,INR,PO-473823,CUST000275
GL00002741-3,2024-11-10,Invoice,INV0002741,220000,Sales Tax Payable,0.00,2466.40,INR,PO-473823,CUST000275
GL00012741-1,2025-04-12,Payment,PAY0002741,110000,Bank Account,16168.61,0.00,INR,Payment for INV0002741,CUST000275
GL00012741-2,2025-04-12,Payment,PAY0002741,120000,Accounts Receivable,0.00,16168.61,INR,Payment for INV0002741,CUST000275
GL00002742-1,2024-11-07,Invoice,INV0002742,120000,Accounts Receivable,101053.73,0.00,INR,PO-650501,CUST000275
GL00002742-2,2024-11-07,Invoice,INV0002742,400000,Sales Revenue,0.00,96241.65,INR,PO-650501,CUST000275
GL00002742-3,2024-11-07,Invoice,INV0002742,220000,Sales Tax Payable,0.00,4812.08,INR,PO-650501,CUST000275
GL00002743-1,2024-11-01,Invoice,INV0002743,120000,Accounts Receivable,103005.02,0.00,INR,PO-252129,CUST000275
GL00002743-2,2024-11-01,Invoice,INV0002743,400000,Sales Revenue,0.00,98100.02,INR,PO-252129,CUST000275
GL00002743-3,2024-11-01,Invoice,INV0002743,220000,Sales Tax Payable,0.00,4905.00,INR,PO-252129,CUST000275
GL00012743-1,2024-11-24,Payment,PAY0002743,110000,Bank Account,103005.02,0.00,INR,Payment for INV0002743,CUST000275
GL00012743-2,2024-11-24,Payment,PAY0002743,120000,Accounts Receivable,0.00,103005.02,INR,Payment for INV0002743,CUST000275
GL00002751-1,2025-04-05,Invoice,INV0002751,120000,Accounts Receivable,2720341.56,0.00,INR,PO-362002,CUST000276
GL00002751-2,2025-04-05,Invoice,INV0002751,400000,Sales Revenue,0.00,2125266.84,INR,PO-362002,CUST000276
GL00002751-3,2025-04-05,Invoice,INV0002751,220000,Sales Tax Payable,0.00,595074.72,INR,PO-362002,CUST000276
GL00002752-1,2025-02-02,Invoice,INV0002752,120000,Accounts Receivable,2592749.54,0.00,INR,PO-354786,CUST000276
GL00002752-2,2025-02-02,Invoice,INV0002752,400000,Sales Revenue,0.00,2314954.95,INR,PO-354786,CUST000276
GL00002752-3,2025-02-02,Invoice,INV0002752,220000,Sales Tax Payable,0.00,277794.59,INR,PO-354786,CUST000276
GL00012752-1,2025-04-02,Payment,PAY0002752,110000,Bank Account,2592749.54,0.00,INR,Payment for INV0002752,CUST000276
GL00012752-2,2025-04-02,Payment,PAY0002752,120000,Accounts Receivable,0.00,2592749.54,INR,Payment for INV0002752,CUST000276
GL00002753-1,2025-02-16,Invoice,INV0002753,120000,Accounts Receivable,998648.43,0.00,INR,PO-471807,CUST000276
GL00002753-2,2025-02-16,Invoice,INV0002753,400000,Sales Revenue,0.00,951093.74,INR,PO-471807,CUST000276
GL00002753-3,2025-02-16,Invoice,INV0002753,220000,Sales Tax Payable,0.00,47554.69,INR,PO-471807,CUST000276
GL00012753-1,2025-04-06,Payment,PAY0002753,110000,Bank Account,998648.43,0.00,INR,Payment for INV0002753,CUST000276
GL00012753-2,2025-04-06,Payment,PAY0002753,120000,Accounts Receivable,0.00,998648.43,INR,Payment for INV0002753,CUST000276
GL00002754-1,2025-03-18,Invoice,INV0002754,120000,Accounts Receivable,1422050.72,0.00,INR,PO-939825,CUST000276
GL00002754-2,2025-03-18,Invoice,INV0002754,400000,Sales Revenue,0.00,1205127.73,INR,PO-939825,CUST000276
GL00002754-3,2025-03-18,Invoice,INV0002754,220000,Sales Tax Payable,0.00,216922.99,INR,PO-939825,CUST000276
GL00002761-1,2025-03-30,Invoice,INV0002761,120000,Accounts Receivable,444759.85,0.00,INR,PO-258324,CUST000277
GL00002761-2,2025-03-30,Invoice,INV0002761,400000,Sales Revenue,0.00,397107.01,INR,PO-258324,CUST000277
GL00002761-3,2025-03-30,Invoice,INV0002761,220000,Sales Tax Payable,0.00,47652.84,INR,PO-258324,CUST000277
GL00002762-1,2024-11-22,Invoice,INV0002762,120000,Accounts Receivable,557197.29,0.00,INR,PO-357588,CUST000277
GL00002762-2,2024-11-22,Invoice,INV0002762,400000,Sales Revenue,0.00,472201.09,INR,PO-357588,CUST000277
GL00002762-3,2024-11-22,Invoice,INV0002762,220000,Sales Tax Payable,0.00,84996.20,INR,PO-357588,CUST000277
GL00012762-1,2025-01-17,Payment,PAY0002762,110000,Bank Account,557197.29,0.00,INR,Payment for INV0002762,CUST000277
GL00012762-2,2025-01-17,Payment,PAY0002762,120000,Accounts Receivable,0.00,557197.29,INR,Payment for INV0002762,CUST000277
GL00002763-1,2024-10-22,Invoice,INV0002763,120000,Accounts Receivable,389777.90,0.00,INR,PO-154081,CUST000277
GL00002763-2,2024-10-22,Invoice,INV0002763,400000,Sales Revenue,0.00,371217.05,INR,PO-154081,CUST000277
GL00002763-3,2024-10-22,Invoice,INV0002763,220000,Sales Tax Payable,0.00,18560.85,INR,PO-154081,CUST000277
GL00012763-1,2025-01-12,Payment,PAY0002763,110000,Bank Account,389777.90,0.00,INR,Payment for INV0002763,CUST000277
GL00012763-2,2025-01-12,Payment,PAY0002763,120000,Accounts Receivable,0.00,389777.90,INR,Payment for INV0002763,CUST000277
GL00002764-1,2024-12-16,Invoice,INV0002764,120000,Accounts Receivable,521710.87,0.00,INR,PO-844623,CUST000277
GL00002764-2,2024-12-16,Invoice,INV0002764,400000,Sales Revenue,0.00,442127.86,INR,PO-844623,CUST000277
GL00002764-3,2024-12-16,Invoice,INV0002764,220000,Sales Tax Payable,0.00,79583.01,INR,PO-844623,CUST000277
GL00012764-1,2025-01-28,Payment,PAY0002764,110000,Bank Account,521710.87,0.00,INR,Payment for INV0002764,CUST000277
GL00012764-2,2025-01-28,Payment,PAY0002764,120000,Accounts Receivable,0.00,521710.87,INR,Payment for INV0002764,CUST000277
GL00002765-1,2025-02-14,Invoice,INV0002765,120000,Accounts Receivable,112457.55,0.00,INR,PO-484313,CUST000277
GL00002765-2,2025-02-14,Invoice,INV0002765,400000,Sales Revenue,0.00,100408.53,INR,PO-484313,CUST000277
GL00002765-3,2025-02-14,Invoice,INV0002765,220000,Sales Tax Payable,0.00,12049.02,INR,PO-484313,CUST000277
GL00012765-1,2025-03-31,Payment,PAY0002765,110000,Bank Account,112457.55,0.00,INR,Payment for INV0002765,CUST000277
GL00012765-2,2025-03-31,Payment,PAY0002765,120000,Accounts Receivable,0.00,112457.55,INR,Payment for INV0002765,CUST000277
GL00002771-1,2025-01-24,Invoice,INV0002771,120000,Accounts Receivable,391179.70,0.00,INR,PO-607753,CUST000278
GL00002771-2,2025-01-24,Invoice,INV0002771,400000,Sales Revenue,0.00,331508.22,INR,PO-607753,CUST000278
