customer_id,customer_name,risk_score,risk_category,credit_limit,outstanding_amount,credit_utilization,overdue_rate,avg_days_late,total_invoices,overdue_invoices,has_disputes,has_collection_history,recommended_action,last_assessment_date
CUST000173,ICICI Healthcare Limited,54,Medium Risk,7176563,1997676.21,27.84%,71.43%,1.5,7,5,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000174,SBI Healthcare Limited,46,Low Risk,28576381,1606313.07,5.62%,40.00%,9.7,5,2,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000175,TCS Healthcare Limited,39,Low Risk,161087023,5048685.22,3.13%,14.29%,57.5,7,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000176,Bajaj Healthcare Limited,42,Low Risk,359808,50955.44,14.16%,0.00%,19.0,4,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000177,HCL Healthcare Limited,63,Medium Risk,185975425,10599679.03,5.70%,75.00%,27.0,4,3,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000178,Hindustan Healthcare Limited,42,Low Risk,581573,107419.96,18.47%,42.86%,14.3,7,3,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000179,Indian Healthcare Limited,46,Low Risk,9721808,971150.45,9.99%,37.50%,47.0,8,3,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000180,Tech Healthcare Limited,36,Low Risk,406373,24453.31,6.02%,0.00%,9.3,5,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000181,Tata Retail Limited,35,Low Risk,7695995,0.00,0.00%,0.00%,49.8,4,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000182,Reliance Retail Limited,47,Low Risk,311420,134413.57,43.16%,33.33%,0.0,6,2,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000183,Infosys Retail Limited,45,Low Risk,5021423,709322.55,14.13%,20.00%,14.3,5,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000184,Bharti Retail Limited,50,Medium Risk,46017449,2263519.84,4.92%,14.29%,48.4,7,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000185,HDFC Retail Limited,47,Low Risk,563602,230361.47,40.87%,33.33%,0.0,6,2,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000186,Wipro Retail Limited,58,Medium Risk,573664,204585.22,35.66%,25.00%,48.0,4,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000187,Mahindra Retail Limited,32,Low Risk,3546465,982353.55,27.70%,12.50%,6.5,8,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000188,Birla Retail Limited,53,Medium Risk,466770,270023.42,57.85%,12.50%,17.3,8,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000189,Adani Retail Limited,52,Medium Risk,243773,128630.38,52.77%,33.33%,26.0,6,2,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000190,JSW Retail Limited,50,Medium Risk,31299831,1858267.99,5.94%,16.67%,42.6,6,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000191,Godrej Retail Limited,38,Low Risk,618145,22834.44,3.69%,25.00%,2.0,4,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000192,L&T Retail Limited,66,Medium Risk,782363,266093.33,34.01%,57.14%,50.5,7,4,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000193,ICICI Retail Limited,35,Low Risk,195635656,1806431.74,0.92%,0.00%,64.3,4,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000194,SBI Retail Limited,52,Medium Risk,3633001,1056810.35,29.09%,42.86%,30.3,7,3,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000195,TCS Retail Limited,49,Low Risk,2074655,703231.07,33.90%,28.57%,37.0,7,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000196,Bajaj Retail Limited,44,Low Risk,874141,173018.58,19.79%,14.29%,12.3,7,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000197,HCL Retail Limited,38,Low Risk,46611732,1626018.26,3.49%,25.00%,1.7,4,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000198,Hindustan Retail Limited,33,Low Risk,22883668,1747555.01,7.64%,42.86%,1.3,7,3,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000199,Indian Retail Limited,55,Medium Risk,339514,77056.24,22.70%,28.57%,27.4,7,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000200,Tech Retail Limited,42,Low Risk,274717,113940.74,41.48%,0.00%,28.3,8,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000201,Tata Media Limited,58,Medium Risk,33157073,4526723.10,13.65%,40.00%,46.0,5,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000202,Reliance Media Limited,48,Low Risk,21716845,4390675.36,20.22%,37.50%,34.0,8,3,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000203,Infosys Media Limited,25,Low Risk,788550,62597.65,7.94%,0.00%,6.3,5,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000204,Bharti Media Limited,44,Low Risk,47385303,4723857.34,9.97%,50.00%,19.0,6,3,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000205,HDFC Media Limited,41,Low Risk,730827,147903.07,20.24%,25.00%,21.2,8,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000206,Wipro Media Limited,57,Medium Risk,226922,120247.64,52.99%,66.67%,0.0,3,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000207,Mahindra Media Limited,40,Low Risk,6397114,524503.77,8.20%,12.50%,29.9,8,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000208,Birla Media Limited,41,Low Risk,2276619,247409.14,10.87%,14.29%,62.8,7,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000209,Adani Media Limited,43,Low Risk,6571948,280343.37,4.27%,50.00%,0.0,4,2,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000210,JSW Media Limited,41,Low Risk,5951070,842314.28,14.15%,40.00%,15.7,5,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000211,Godrej Media Limited,56,Medium Risk,5515120,1066375.90,19.34%,42.86%,23.0,7,3,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000212,L&T Media Limited,36,Low Risk,6329807,179920.20,2.84%,20.00%,21.3,5,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000213,ICICI Media Limited,45,Low Risk,24155216,4276385.68,17.70%,28.57%,28.3,7,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000214,SBI Media Limited,49,Low Risk,3470708,957946.24,27.60%,33.33%,33.3,6,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000215,TCS Media Limited,39,Low Risk,5287184,85969.50,1.63%,14.29%,61.0,7,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000216,Bajaj Media Limited,42,Low Risk,1702036,1251399.58,73.52%,16.67%,7.0,6,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000217,HCL Media Limited,46,Low Risk,31183605,920630.06,2.95%,0.00%,44.0,3,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000218,Hindustan Media Limited,61,Medium Risk,739033,120336.76,16.28%,60.00%,24.5,5,3,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000219,Indian Media Limited,38,Low Risk,777005,106058.48,13.65%,12.50%,3.7,8,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000220,Tech Media Limited,50,Medium Risk,3967782,728416.06,18.36%,16.67%,24.5,6,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000221,Tata Telecom Limited,57,Medium Risk,4254606,1498476.68,35.22%,80.00%,0.0,5,4,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000222,Reliance Telecom Limited,30,Low Risk,18883026,1808890.46,9.58%,25.00%,3.3,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000223,Infosys Telecom Limited,40,Low Risk,49535717,1940946.84,3.92%,25.00%,25.7,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000224,Bharti Telecom Limited,32,Low Risk,87612509,3983026.34,4.55%,12.50%,15.0,8,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000225,HDFC Telecom Limited,40,Low Risk,485399,114023.10,23.49%,0.00%,34.0,7,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000226,Wipro Telecom Limited,43,Low Risk,4316295,1812879.84,42.00%,57.14%,0.0,7,4,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000227,Mahindra Telecom Limited,42,Low Risk,86116714,2807229.33,3.26%,25.00%,64.8,8,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000228,Birla Telecom Limited,52,Medium Risk,356623,264804.82,74.25%,25.00%,2.5,8,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000229,Adani Telecom Limited,53,Medium Risk,231574,237002.90,102.34%,50.00%,0.0,4,2,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000230,JSW Telecom Limited,28,Low Risk,759935,0.00,0.00%,0.00%,16.0,3,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000231,Godrej Telecom Limited,42,Low Risk,67136492,3938841.13,5.87%,25.00%,39.7,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000232,L&T Telecom Limited,46,Low Risk,9449533,86965.73,0.92%,16.67%,23.2,6,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000233,ICICI Telecom Limited,43,Low Risk,7094253,1188840.39,16.76%,20.00%,54.0,5,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000234,SBI Telecom Limited,42,Low Risk,9979926,222125.71,2.23%,25.00%,30.7,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000235,TCS Telecom Limited,37,Low Risk,40442188,0.00,0.00%,0.00%,14.0,7,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000236,Bajaj Telecom Limited,34,Low Risk,22810795,2343420.30,10.27%,33.33%,8.0,6,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000237,HCL Telecom Limited,35,Low Risk,106073364,11454185.68,10.80%,0.00%,25.3,6,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000238,Hindustan Telecom Limited,53,Medium Risk,32512638,1171651.94,3.60%,28.57%,30.8,7,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000239,Indian Telecom Limited,40,Low Risk,43543335,1341187.92,3.08%,20.00%,9.3,5,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000240,Tech Telecom Limited,49,Low Risk,1886641,645284.21,34.20%,20.00%,14.3,5,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000241,Tata Software Limited,51,Medium Risk,7266891,483083.44,6.65%,66.67%,27.0,3,2,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000242,Reliance Software Limited,46,Low Risk,4818530,303472.54,6.30%,0.00%,38.9,8,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000243,Infosys Software Limited,51,Medium Risk,822401,208823.04,25.39%,42.86%,11.0,7,3,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000244,Bharti Software Limited,33,Low Risk,8552449,1426038.73,16.67%,0.00%,0.0,5,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000245,HDFC Software Limited,32,Low Risk,388097,234701.35,60.47%,0.00%,0.7,7,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000246,Wipro Software Limited,56,Medium Risk,829377,328104.76,39.56%,50.00%,12.0,8,4,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000247,Mahindra Software Limited,49,Low Risk,9502573,353830.49,3.72%,14.29%,75.0,7,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000248,Birla Software Limited,45,Low Risk,24927056,0.00,0.00%,0.00%,40.9,7,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000249,Adani Software Limited,47,Low Risk,3143258,1233048.82,39.23%,0.00%,18.3,7,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000250,JSW Software Limited,62,Medium Risk,820300,246764.13,30.08%,42.86%,33.7,7,3,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000251,Godrej Software Limited,45,Low Risk,5719896,783334.41,13.69%,28.57%,47.0,7,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000252,L&T Software Limited,35,Low Risk,17928429,0.00,0.00%,0.00%,32.3,7,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000253,ICICI Software Limited,54,Medium Risk,488604,57179.74,11.70%,25.00%,40.0,4,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000254,SBI Software Limited,56,Medium Risk,2625377,877266.68,33.41%,40.00%,19.0,5,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000255,TCS Software Limited,51,Medium Risk,862029,53019.22,6.15%,20.00%,31.7,5,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000256,Bajaj Software Limited,51,Medium Risk,898733,405116.70,45.08%,71.43%,9.0,7,5,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000257,HCL Software Limited,50,Medium Risk,78613138,2198913.22,2.80%,16.67%,37.0,6,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000258,Hindustan Software Limited,39,Low Risk,3993184,879829.28,22.03%,16.67%,1.8,6,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000259,Indian Software Limited,35,Low Risk,9564355,0.00,0.00%,0.00%,43.0,3,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000260,Tech Software Limited,50,Medium Risk,691269,72334.64,10.46%,12.50%,38.3,8,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000261,Tata Hardware Limited,56,Medium Risk,968643,123628.04,12.76%,33.33%,43.0,6,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000262,Reliance Hardware Limited,36,Low Risk,9199870,331604.25,3.60%,0.00%,40.3,5,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000263,Infosys Hardware Limited,53,Medium Risk,19157973,2996422.84,15.64%,20.00%,39.0,5,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000264,Bharti Hardware Limited,27,Low Risk,4283540,162276.59,3.79%,0.00%,12.0,4,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000265,HDFC Hardware Limited,54,Medium Risk,616303,83709.66,13.58%,25.00%,59.3,4,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000266,Wipro Hardware Limited,51,Medium Risk,954551,58389.66,6.12%,20.00%,34.0,5,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000267,Mahindra Hardware Limited,46,Low Risk,252115,259912.08,103.09%,0.00%,12.0,6,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000268,Birla Hardware Limited,41,Low Risk,45639255,3200822.30,7.01%,16.67%,77.8,6,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000269,Adani Hardware Limited,58,Medium Risk,1591509,865642.58,54.39%,66.67%,0.0,3,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000270,JSW Hardware Limited,65,Medium Risk,154480,151361.29,97.98%,40.00%,42.0,5,2,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000271,Godrej Hardware Limited,37,Low Risk,8031940,628271.44,7.82%,28.57%,15.6,7,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000272,L&T Hardware Limited,78,High Risk,1200531,1244110.92,103.63%,50.00%,38.0,6,3,Yes,No,Credit Hold / Advance Payment,2025-04-15
CUST000273,ICICI Hardware Limited,45,Low Risk,1597764,0.00,0.00%,0.00%,39.9,7,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000274,SBI Hardware Limited,29,Low Risk,40023173,2131146.91,5.32%,33.33%,0.0,3,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000275,TCS Hardware Limited,35,Low Risk,8929596,725012.36,8.12%,0.00%,26.5,4,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000276,Bajaj Hardware Limited,48,Low Risk,10021174,4647249.63,46.37%,16.67%,40.7,6,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000277,HCL Hardware Limited,63,Medium Risk,504983,297416.89,58.90%,37.50%,23.5,8,3,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000278,Hindustan Hardware Limited,39,Low Risk,46522934,1928697.24,4.15%,20.00%,26.3,5,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000279,Indian Hardware Limited,47,Low Risk,2366858,376914.93,15.92%,33.33%,51.0,3,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000280,Tech Hardware Limited,25,Low Risk,222615,56942.66,25.58%,0.00%,0.0,3,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000281,Tata Food Limited,30,Low Risk,7348010,533765.80,7.26%,33.33%,1.0,3,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000282,Reliance Food Limited,74,Medium Risk,267521,373721.76,139.70%,57.14%,19.0,7,4,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000283,Infosys Food Limited,30,Low Risk,735802,192216.52,26.12%,20.00%,0.0,5,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000284,Bharti Food Limited,32,Low Risk,562495,57580.34,10.24%,0.00%,19.3,4,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000285,HDFC Food Limited,47,Low Risk,735212,302493.10,41.14%,33.33%,0.0,6,2,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000286,Wipro Food Limited,40,Low Risk,388293,0.00,0.00%,0.00%,19.0,4,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000287,Mahindra Food Limited,51,Medium Risk,49693381,3299867.63,6.64%,60.00%,60.0,5,3,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000288,Birla Food Limited,28,Low Risk,5333238,547651.45,10.27%,25.00%,0.0,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000289,Adani Food Limited,57,Medium Risk,599880,293820.16,48.98%,50.00%,33.5,6,3,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000290,JSW Food Limited,36,Low Risk,30547678,1183528.72,3.87%,0.00%,60.5,6,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000291,Godrej Food Limited,40,Low Risk,2151846,524576.62,24.38%,0.00%,51.1,8,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000292,L&T Food Limited,39,Low Risk,7019825,384324.09,5.47%,33.33%,0.0,3,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000293,ICICI Food Limited,61,Medium Risk,1876729,1079621.58,57.53%,37.50%,19.8,8,3,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000294,SBI Food Limited,29,Low Risk,38129727,434217.00,1.14%,33.33%,0.0,3,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000295,TCS Food Limited,45,Low Risk,4029413,781615.45,19.40%,25.00%,56.0,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000296,Bajaj Food Limited,34,Low Risk,9728354,931890.76,9.58%,33.33%,6.8,6,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000297,HCL Food Limited,51,Medium Risk,502537,158201.77,31.48%,40.00%,9.5,5,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000298,Hindustan Food Limited,56,Medium Risk,183742,179512.93,97.70%,25.00%,0.0,8,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000299,Indian Food Limited,38,Low Risk,895407,104151.78,11.63%,28.57%,17.6,7,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000300,Tech Food Limited,48,Low Risk,48779956,1940398.30,3.98%,50.00%,62.0,4,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000301,Tata Agro Limited,44,Low Risk,33391289,2641289.84,7.91%,0.00%,25.5,6,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000302,Reliance Agro Limited,51,Medium Risk,275453,154563.88,56.11%,42.86%,18.3,7,3,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000303,Infosys Agro Limited,49,Low Risk,1939263,572625.86,29.53%,33.33%,43.5,3,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000304,Bharti Agro Limited,47,Low Risk,1342115,858118.80,63.94%,0.00%,9.0,8,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000305,HDFC Agro Limited,25,Low Risk,8273650,334153.80,4.04%,12.50%,2.3,8,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000306,Wipro Agro Limited,46,Low Risk,382922,115859.14,30.26%,20.00%,41.0,5,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000307,Mahindra Agro Limited,28,Low Risk,23833476,1518987.04,6.37%,0.00%,14.0,6,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000308,Birla Agro Limited,47,Low Risk,885631,28341.00,3.20%,25.00%,20.0,4,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000309,Adani Agro Limited,31,Low Risk,5705080,827737.37,14.51%,33.33%,0.0,6,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000310,JSW Agro Limited,23,Minimal Risk,1958609,0.00,0.00%,0.00%,6.7,3,0,No,No,Standard Terms / Potential Credit Increase,2025-04-15
CUST000311,Godrej Agro Limited,28,Low Risk,963120,0.00,0.00%,0.00%,15.7,3,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000312,L&T Agro Limited,36,Low Risk,182236897,5516093.14,3.03%,0.00%,43.4,6,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000313,ICICI Agro Limited,45,Low Risk,4347748,838475.49,19.29%,37.50%,24.2,8,3,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000314,SBI Agro Limited,39,Low Risk,33097947,2183748.83,6.60%,20.00%,25.3,5,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000315,TCS Agro Limited,55,Medium Risk,739117,128496.88,17.39%,25.00%,44.7,8,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000316,Bajaj Agro Limited,43,Low Risk,5972937,356485.22,5.97%,0.00%,22.7,4,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000317,HCL Agro Limited,35,Low Risk,8632069,0.00,0.00%,0.00%,53.7,3,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000318,Hindustan Agro Limited,60,Medium Risk,4015988,1198561.37,29.84%,42.86%,26.3,7,3,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000319,Indian Agro Limited,47,Low Risk,43847723,4448031.36,10.14%,40.00%,54.0,5,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000320,Tech Agro Limited,53,Medium Risk,7972097,640967.84,8.04%,25.00%,31.2,8,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000321,Tata Resources Limited,45,Low Risk,512598,73565.38,14.35%,50.00%,0.0,4,2,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000322,Reliance Resources Limited,48,Low Risk,2301068,449522.54,19.54%,0.00%,29.2,8,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000323,Infosys Resources Limited,38,Low Risk,17895853,1457805.32,8.15%,0.00%,12.2,6,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000324,Bharti Resources Limited,48,Low Risk,199963,229328.75,114.69%,33.33%,0.0,3,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000325,HDFC Resources Limited,35,Low Risk,649954,78207.37,12.03%,50.00%,0.0,4,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000326,Wipro Resources Limited,25,Low Risk,9811693,0.00,0.00%,0.00%,10.8,5,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000327,Mahindra Resources Limited,68,Medium Risk,140078,170543.74,121.75%,50.00%,40.3,8,4,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000328,Birla Resources Limited,35,Low Risk,2386229,0.00,0.00%,0.00%,66.7,3,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000329,Adani Resources Limited,46,Low Risk,41969757,1205450.53,2.87%,0.00%,61.5,5,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000330,JSW Resources Limited,29,Low Risk,7995905,483477.02,6.05%,20.00%,4.7,5,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000331,Godrej Resources Limited,47,Low Risk,472285,50618.98,10.72%,40.00%,67.7,5,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000332,L&T Resources Limited,53,Medium Risk,3094124,273347.17,8.83%,25.00%,60.3,4,1,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000333,ICICI Resources Limited,44,Low Risk,3781465,1093172.51,28.91%,12.50%,35.2,8,1,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000334,SBI Resources Limited,49,Low Risk,4338745,119274.09,2.75%,12.50%,41.3,8,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000335,TCS Resources Limited,37,Low Risk,21489267,1162604.47,5.41%,25.00%,0.3,4,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000336,Bajaj Resources Limited,34,Low Risk,871612,111884.97,12.84%,0.00%,23.0,3,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000337,HCL Resources Limited,26,Low Risk,5927643,607586.62,10.25%,0.00%,7.0,4,0,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000338,Hindustan Resources Limited,60,Medium Risk,8791484,990150.44,11.26%,50.00%,64.0,4,2,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000339,Indian Resources Limited,20,Minimal Risk,22105445,229302.65,1.04%,0.00%,0.0,3,0,No,No,Standard Terms / Potential Credit Increase,2025-04-15
CUST000340,Tech Resources Limited,37,Low Risk,4386177,1035523.36,23.61%,25.00%,12.8,8,2,No,No,Monthly Review / Standard Terms,2025-04-15
CUST000341,Tata Chemicals Limited,55,Medium Risk,3672315,2228421.29,60.68%,50.00%,0.0,8,4,Yes,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000342,Reliance Chemicals Limited,52,Medium Risk,6013776,1408370.91,23.42%,50.00%,53.5,6,3,No,No,Reduce Credit Limit / Weekly Monitoring,2025-04-15
CUST000343,Infosys Chemicals Limited,49,Low Risk,8779510,365471.90,4.16%,14.29%,40.3,7,1,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000344,Bharti Chemicals Limited,40,Low Risk,494187,211065.67,42.71%,0.00%,3.0,4,0,Yes,No,Monthly Review / Standard Terms,2025-04-15
CUST000345,HDFC Chemicals Limited,41,Low Risk,4878442,141676.22,2.90%,25.00%,29.0,4,1,No,No,Monthly Review / Standard Terms,2025-04-15
