gl_entry_id,posting_date,document_type,document_number,account_code,account_description,debit,credit,currency,reference,customer_id
GL00003161-2,2024-11-12,Invoice,INV0003161,400000,Sales Revenue,0.00,162358.49,INR,PO-334282,CUST000317
GL00003161-3,2024-11-12,Invoice,INV0003161,220000,Sales Tax Payable,0.00,29224.53,INR,PO-334282,CUST000317
GL00013161-1,2025-02-22,Payment,PAY0003161,110000,Bank Account,191583.02,0.00,INR,Payment for INV0003161,CUST000317
GL00013161-2,2025-02-22,Payment,PAY0003161,120000,Accounts Receivable,0.00,191583.02,INR,Payment for INV0003161,CUST000317
GL00003162-1,2024-12-22,Invoice,INV0003162,120000,Accounts Receivable,472787.90,0.00,INR,PO-498159,CUST000317
GL00003162-2,2024-12-22,Invoice,INV0003162,400000,Sales Revenue,0.00,450274.19,INR,PO-498159,CUST000317
GL00003162-3,2024-12-22,Invoice,INV0003162,220000,Sales Tax Payable,0.00,22513.71,INR,PO-498159,CUST000317
GL00013162-1,2025-03-07,Payment,PAY0003162,110000,Bank Account,472787.90,0.00,INR,Payment for INV0003162,CUST000317
GL00013162-2,2025-03-07,Payment,PAY0003162,120000,Accounts Receivable,0.00,472787.90,INR,Payment for INV0003162,CUST000317
GL00003163-1,2025-01-01,Invoice,INV0003163,120000,Accounts Receivable,136320.04,0.00,INR,PO-609478,CUST000317
GL00003163-2,2025-01-01,Invoice,INV0003163,400000,Sales Revenue,0.00,129828.61,INR,PO-609478,CUST000317
GL00003163-3,2025-01-01,Invoice,INV0003163,220000,Sales Tax Payable,0.00,6491.43,INR,PO-609478,CUST000317
GL00013163-1,2025-03-16,Payment,PAY0003163,110000,Bank Account,136320.04,0.00,INR,Payment for INV0003163,CUST000317
GL00013163-2,2025-03-16,Payment,PAY0003163,120000,Accounts Receivable,0.00,136320.04,INR,Payment for INV0003163,CUST000317
GL00003171-1,2025-01-21,Invoice,INV0003171,120000,Accounts Receivable,330903.21,0.00,INR,PO-375249,CUST000318
GL00003171-2,2025-01-21,Invoice,INV0003171,400000,Sales Revenue,0.00,280426.45,INR,PO-375249,CUST000318
GL00003171-3,2025-01-21,Invoice,INV0003171,220000,Sales Tax Payable,0.00,50476.76,INR,PO-375249,CUST000318
GL00003172-1,2024-11-13,Invoice,INV0003172,120000,Accounts Receivable,407127.36,0.00,INR,PO-323725,CUST000318
GL00003172-2,2024-11-13,Invoice,INV0003172,400000,Sales Revenue,0.00,345023.19,INR,PO-323725,CUST000318
GL00003172-3,2024-11-13,Invoice,INV0003172,220000,Sales Tax Payable,0.00,62104.17,INR,PO-323725,CUST000318
GL00013172-1,2024-12-16,Payment,PAY0003172,110000,Bank Account,407127.36,0.00,INR,Payment for INV0003172,CUST000318
GL00013172-2,2024-12-16,Payment,PAY0003172,120000,Accounts Receivable,0.00,407127.36,INR,Payment for INV0003172,CUST000318
GL00003173-1,2025-02-13,Invoice,INV0003173,120000,Accounts Receivable,578452.40,0.00,INR,PO-232220,CUST000318
GL00003173-2,2025-02-13,Invoice,INV0003173,400000,Sales Revenue,0.00,451915.94,INR,PO-232220,CUST000318
GL00003173-3,2025-02-13,Invoice,INV0003173,220000,Sales Tax Payable,0.00,126536.46,INR,PO-232220,CUST000318
GL00003174-1,2025-02-23,Invoice,INV0003174,120000,Accounts Receivable,419679.36,0.00,INR,PO-866066,CUST000318
GL00003174-2,2025-02-23,Invoice,INV0003174,400000,Sales Revenue,0.00,374713.71,INR,PO-866066,CUST000318
GL00003174-3,2025-02-23,Invoice,INV0003174,220000,Sales Tax Payable,0.00,44965.65,INR,PO-866066,CUST000318
GL00013174-1,2025-03-29,Payment,PAY0003174,110000,Bank Account,419679.36,0.00,INR,Payment for INV0003174,CUST000318
GL00013174-2,2025-03-29,Payment,PAY0003174,120000,Accounts Receivable,0.00,419679.36,INR,Payment for INV0003174,CUST000318
GL00003175-1,2025-01-22,Invoice,INV0003175,120000,Accounts Receivable,586003.17,0.00,INR,PO-861128,CUST000318
GL00003175-2,2025-01-22,Invoice,INV0003175,400000,Sales Revenue,0.00,496612.86,INR,PO-861128,CUST000318
GL00003175-3,2025-01-22,Invoice,INV0003175,220000,Sales Tax Payable,0.00,89390.31,INR,PO-861128,CUST000318
GL00013175-1,2025-03-15,Payment,PAY0003175,110000,Bank Account,586003.17,0.00,INR,Payment for INV0003175,CUST000318
GL00013175-2,2025-03-15,Payment,PAY0003175,120000,Accounts Receivable,0.00,586003.17,INR,Payment for INV0003175,CUST000318
GL00003176-1,2025-03-31,Invoice,INV0003176,120000,Accounts Receivable,397971.06,0.00,INR,PO-582608,CUST000318
GL00003176-2,2025-03-31,Invoice,INV0003176,400000,Sales Revenue,0.00,337263.61,INR,PO-582608,CUST000318
GL00003176-3,2025-03-31,Invoice,INV0003176,220000,Sales Tax Payable,0.00,60707.45,INR,PO-582608,CUST000318
GL00013176-1,2025-04-14,Payment,PAY0003176,110000,Bank Account,397971.06,0.00,INR,Payment for INV0003176,CUST000318
GL00013176-2,2025-04-14,Payment,PAY0003176,120000,Accounts Receivable,0.00,397971.06,INR,Payment for INV0003176,CUST000318
GL00003177-1,2025-02-21,Invoice,INV0003177,120000,Accounts Receivable,289205.76,0.00,INR,PO-572367,CUST000318
GL00003177-2,2025-02-21,Invoice,INV0003177,400000,Sales Revenue,0.00,258219.43,INR,PO-572367,CUST000318
GL00003177-3,2025-02-21,Invoice,INV0003177,220000,Sales Tax Payable,0.00,30986.33,INR,PO-572367,CUST000318
GL00003181-1,2025-04-11,Invoice,INV0003181,120000,Accounts Receivable,898179.93,0.00,INR,PO-796564,CUST000319
GL00003181-2,2025-04-11,Invoice,INV0003181,400000,Sales Revenue,0.00,761169.43,INR,PO-796564,CUST000319
GL00003181-3,2025-04-11,Invoice,INV0003181,220000,Sales Tax Payable,0.00,137010.50,INR,PO-796564,CUST000319
GL00003182-1,2024-12-31,Invoice,INV0003182,120000,Accounts Receivable,1969151.17,0.00,INR,PO-307071,CUST000319
GL00003182-2,2024-12-31,Invoice,INV0003182,400000,Sales Revenue,0.00,1758170.69,INR,PO-307071,CUST000319
GL00003182-3,2024-12-31,Invoice,INV0003182,220000,Sales Tax Payable,0.00,210980.48,INR,PO-307071,CUST000319
GL00003183-1,2025-04-11,Invoice,INV0003183,120000,Accounts Receivable,1348425.18,0.00,INR,PO-911473,CUST000319
GL00003183-2,2025-04-11,Invoice,INV0003183,400000,Sales Revenue,0.00,1284214.46,INR,PO-911473,CUST000319
GL00003183-3,2025-04-11,Invoice,INV0003183,220000,Sales Tax Payable,0.00,64210.72,INR,PO-911473,CUST000319
GL00013183-1,2025-04-28,Payment,PAY0003183,110000,Bank Account,1348425.18,0.00,INR,Payment for INV0003183,CUST000319
GL00013183-2,2025-04-28,Payment,PAY0003183,120000,Accounts Receivable,0.00,1348425.18,INR,Payment for INV0003183,CUST000319
GL00003184-1,2024-11-22,Invoice,INV0003184,120000,Accounts Receivable,1227965.05,0.00,INR,PO-562733,CUST000319
GL00003184-2,2024-11-22,Invoice,INV0003184,400000,Sales Revenue,0.00,1040648.35,INR,PO-562733,CUST000319
GL00003184-3,2024-11-22,Invoice,INV0003184,220000,Sales Tax Payable,0.00,187316.70,INR,PO-562733,CUST000319
GL00013184-1,2025-04-09,Payment,PAY0003184,110000,Bank Account,1227965.05,0.00,INR,Payment for INV0003184,CUST000319
GL00013184-2,2025-04-09,Payment,PAY0003184,120000,Accounts Receivable,0.00,1227965.05,INR,Payment for INV0003184,CUST000319
GL00003185-1,2024-11-23,Invoice,INV0003185,120000,Accounts Receivable,1580700.26,0.00,INR,PO-535476,CUST000319
GL00003185-2,2024-11-23,Invoice,INV0003185,400000,Sales Revenue,0.00,1339576.49,INR,PO-535476,CUST000319
GL00003185-3,2024-11-23,Invoice,INV0003185,220000,Sales Tax Payable,0.00,241123.77,INR,PO-535476,CUST000319
GL00003191-1,2025-01-12,Invoice,INV0003191,120000,Accounts Receivable,555913.32,0.00,INR,PO-865700,CUST000320
GL00003191-2,2025-01-12,Invoice,INV0003191,400000,Sales Revenue,0.00,434307.28,INR,PO-865700,CUST000320
GL00003191-3,2025-01-12,Invoice,INV0003191,220000,Sales Tax Payable,0.00,121606.04,INR,PO-865700,CUST000320
GL00013191-1,2025-01-25,Payment,PAY0003191,110000,Bank Account,555913.32,0.00,INR,Payment for INV0003191,CUST000320
GL00013191-2,2025-01-25,Payment,PAY0003191,120000,Accounts Receivable,0.00,555913.32,INR,Payment for INV0003191,CUST000320
GL00003192-1,2025-03-12,Invoice,INV0003192,120000,Accounts Receivable,381491.43,0.00,INR,PO-487998,CUST000320
GL00003192-2,2025-03-12,Invoice,INV0003192,400000,Sales Revenue,0.00,340617.35,INR,PO-487998,CUST000320
GL00003192-3,2025-03-12,Invoice,INV0003192,220000,Sales Tax Payable,0.00,40874.08,INR,PO-487998,CUST000320
GL00013192-1,2025-04-01,Payment,PAY0003192,110000,Bank Account,381491.43,0.00,INR,Payment for INV0003192,CUST000320
GL00013192-2,2025-04-01,Payment,PAY0003192,120000,Accounts Receivable,0.00,381491.43,INR,Payment for INV0003192,CUST000320
GL00003193-1,2024-12-11,Invoice,INV0003193,120000,Accounts Receivable,292348.28,0.00,INR,PO-107875,CUST000320
GL00003193-2,2024-12-11,Invoice,INV0003193,400000,Sales Revenue,0.00,261025.25,INR,PO-107875,CUST000320
GL00003193-3,2024-12-11,Invoice,INV0003193,220000,Sales Tax Payable,0.00,31323.03,INR,PO-107875,CUST000320
GL00003194-1,2025-03-21,Invoice,INV0003194,120000,Accounts Receivable,187861.98,0.00,INR,PO-777122,CUST000320
GL00003194-2,2025-03-21,Invoice,INV0003194,400000,Sales Revenue,0.00,159205.07,INR,PO-777122,CUST000320
GL00003194-3,2025-03-21,Invoice,INV0003194,220000,Sales Tax Payable,0.00,28656.91,INR,PO-777122,CUST000320
GL00013194-1,2025-03-28,Payment,PAY0003194,110000,Bank Account,92036.26,0.00,INR,Payment for INV0003194,CUST000320
GL00013194-2,2025-03-28,Payment,PAY0003194,120000,Accounts Receivable,0.00,92036.26,INR,Payment for INV0003194,CUST000320
GL00003195-1,2025-01-07,Invoice,INV0003195,120000,Accounts Receivable,484988.68,0.00,INR,PO-687904,CUST000320
GL00003195-2,2025-01-07,Invoice,INV0003195,400000,Sales Revenue,0.00,411007.36,INR,PO-687904,CUST000320
GL00003195-3,2025-01-07,Invoice,INV0003195,220000,Sales Tax Payable,0.00,73981.32,INR,PO-687904,CUST000320
GL00013195-1,2025-04-14,Payment,PAY0003195,110000,Bank Account,484988.68,0.00,INR,Payment for INV0003195,CUST000320
GL00013195-2,2025-04-14,Payment,PAY0003195,120000,Accounts Receivable,0.00,484988.68,INR,Payment for INV0003195,CUST000320
GL00003196-1,2025-03-03,Invoice,INV0003196,120000,Accounts Receivable,424373.96,0.00,INR,PO-731432,CUST000320
GL00003196-2,2025-03-03,Invoice,INV0003196,400000,Sales Revenue,0.00,359638.95,INR,PO-731432,CUST000320
GL00003196-3,2025-03-03,Invoice,INV0003196,220000,Sales Tax Payable,0.00,64735.01,INR,PO-731432,CUST000320
GL00013196-1,2025-03-28,Payment,PAY0003196,110000,Bank Account,424373.96,0.00,INR,Payment for INV0003196,CUST000320
GL00013196-2,2025-03-28,Payment,PAY0003196,120000,Accounts Receivable,0.00,424373.96,INR,Payment for INV0003196,CUST000320
GL00003197-1,2024-11-30,Invoice,INV0003197,120000,Accounts Receivable,252793.84,0.00,INR,PO-590876,CUST000320
GL00003197-2,2024-11-30,Invoice,INV0003197,400000,Sales Revenue,0.00,214232.07,INR,PO-590876,CUST000320
GL00003197-3,2024-11-30,Invoice,INV0003197,220000,Sales Tax Payable,0.00,38561.77,INR,PO-590876,CUST000320
GL00003198-1,2024-12-19,Invoice,INV0003198,120000,Accounts Receivable,571298.95,0.00,INR,PO-220076,CUST000320
GL00003198-2,2024-12-19,Invoice,INV0003198,400000,Sales Revenue,0.00,484151.65,INR,PO-220076,CUST000320
GL00003198-3,2024-12-19,Invoice,INV0003198,220000,Sales Tax Payable,0.00,87147.30,INR,PO-220076,CUST000320
GL00013198-1,2025-04-17,Payment,PAY0003198,110000,Bank Account,571298.95,0.00,INR,Payment for INV0003198,CUST000320
GL00013198-2,2025-04-17,Payment,PAY0003198,120000,Accounts Receivable,0.00,571298.95,INR,Payment for INV0003198,CUST000320
GL00003201-1,2024-11-12,Invoice,INV0003201,120000,Accounts Receivable,57411.41,0.00,INR,PO-853762,CUST000321
GL00003201-2,2024-11-12,Invoice,INV0003201,400000,Sales Revenue,0.00,48653.74,INR,PO-853762,CUST000321
GL00003201-3,2024-11-12,Invoice,INV0003201,220000,Sales Tax Payable,0.00,8757.67,INR,PO-853762,CUST000321
GL00003202-1,2025-02-07,Invoice,INV0003202,120000,Accounts Receivable,16153.97,0.00,INR,PO-910208,CUST000321
GL00003202-2,2025-02-07,Invoice,INV0003202,400000,Sales Revenue,0.00,15384.73,INR,PO-910208,CUST000321
GL00003202-3,2025-02-07,Invoice,INV0003202,220000,Sales Tax Payable,0.00,769.24,INR,PO-910208,CUST000321
GL00003203-1,2025-01-07,Invoice,INV0003203,120000,Accounts Receivable,38536.29,0.00,INR,PO-770255,CUST000321
GL00003203-2,2025-01-07,Invoice,INV0003203,400000,Sales Revenue,0.00,32657.87,INR,PO-770255,CUST000321
GL00003203-3,2025-01-07,Invoice,INV0003203,220000,Sales Tax Payable,0.00,5878.42,INR,PO-770255,CUST000321
GL00013203-1,2025-01-13,Payment,PAY0003203,110000,Bank Account,38536.29,0.00,INR,Payment for INV0003203,CUST000321
GL00013203-2,2025-01-13,Payment,PAY0003203,120000,Accounts Receivable,0.00,38536.29,INR,Payment for INV0003203,CUST000321
GL00003204-1,2024-12-05,Invoice,INV0003204,120000,Accounts Receivable,42414.32,0.00,INR,PO-907115,CUST000321
GL00003204-2,2024-12-05,Invoice,INV0003204,400000,Sales Revenue,0.00,33136.19,INR,PO-907115,CUST000321
GL00003204-3,2024-12-05,Invoice,INV0003204,220000,Sales Tax Payable,0.00,9278.13,INR,PO-907115,CUST000321
GL00013204-1,2025-01-17,Payment,PAY0003204,110000,Bank Account,42414.32,0.00,INR,Payment for INV0003204,CUST000321
GL00013204-2,2025-01-17,Payment,PAY0003204,120000,Accounts Receivable,0.00,42414.32,INR,Payment for INV0003204,CUST000321
GL00003211-1,2024-11-04,Invoice,INV0003211,120000,Accounts Receivable,402548.07,0.00,INR,PO-447753,CUST000322
GL00003211-2,2024-11-04,Invoice,INV0003211,400000,Sales Revenue,0.00,359417.92,INR,PO-447753,CUST000322
GL00003211-3,2024-11-04,Invoice,INV0003211,220000,Sales Tax Payable,0.00,43130.15,INR,PO-447753,CUST000322
GL00013211-1,2024-12-17,Payment,PAY0003211,110000,Bank Account,402548.07,0.00,INR,Payment for INV0003211,CUST000322
GL00013211-2,2024-12-17,Payment,PAY0003211,120000,Accounts Receivable,0.00,402548.07,INR,Payment for INV0003211,CUST000322
GL00003212-1,2025-04-02,Invoice,INV0003212,120000,Accounts Receivable,294115.06,0.00,INR,PO-203742,CUST000322
GL00003212-2,2025-04-02,Invoice,INV0003212,400000,Sales Revenue,0.00,280109.58,INR,PO-203742,CUST000322
GL00003212-3,2025-04-02,Invoice,INV0003212,220000,Sales Tax Payable,0.00,14005.48,INR,PO-203742,CUST000322
GL00003213-1,2024-11-15,Invoice,INV0003213,120000,Accounts Receivable,345403.87,0.00,INR,PO-305495,CUST000322
GL00003213-2,2024-11-15,Invoice,INV0003213,400000,Sales Revenue,0.00,308396.31,INR,PO-305495,CUST000322
GL00003213-3,2024-11-15,Invoice,INV0003213,220000,Sales Tax Payable,0.00,37007.56,INR,PO-305495,CUST000322
GL00013213-1,2025-03-24,Payment,PAY0003213,110000,Bank Account,345403.87,0.00,INR,Payment for INV0003213,CUST000322
GL00013213-2,2025-03-24,Payment,PAY0003213,120000,Accounts Receivable,0.00,345403.87,INR,Payment for INV0003213,CUST000322
GL00003214-1,2024-10-27,Invoice,INV0003214,120000,Accounts Receivable,378801.63,0.00,INR,PO-455357,CUST000322
GL00003214-2,2024-10-27,Invoice,INV0003214,400000,Sales Revenue,0.00,338215.74,INR,PO-455357,CUST000322
GL00003214-3,2024-10-27,Invoice,INV0003214,220000,Sales Tax Payable,0.00,40585.89,INR,PO-455357,CUST000322
GL00013214-1,2025-04-10,Payment,PAY0003214,110000,Bank Account,378801.63,0.00,INR,Payment for INV0003214,CUST000322
GL00013214-2,2025-04-10,Payment,PAY0003214,120000,Accounts Receivable,0.00,378801.63,INR,Payment for INV0003214,CUST000322
GL00003215-1,2024-11-20,Invoice,INV0003215,120000,Accounts Receivable,173209.91,0.00,INR,PO-629275,CUST000322
GL00003215-2,2024-11-20,Invoice,INV0003215,400000,Sales Revenue,0.00,146788.06,INR,PO-629275,CUST000322
GL00003215-3,2024-11-20,Invoice,INV0003215,220000,Sales Tax Payable,0.00,26421.85,INR,PO-629275,CUST000322
GL00013215-1,2025-01-20,Payment,PAY0003215,110000,Bank Account,173209.91,0.00,INR,Payment for INV0003215,CUST000322
GL00013215-2,2025-01-20,Payment,PAY0003215,120000,Accounts Receivable,0.00,173209.91,INR,Payment for INV0003215,CUST000322
GL00003216-1,2025-04-04,Invoice,INV0003216,120000,Accounts Receivable,155407.48,0.00,INR,PO-768190,CUST000322
GL00003216-2,2025-04-04,Invoice,INV0003216,400000,Sales Revenue,0.00,138756.68,INR,PO-768190,CUST000322
GL00003216-3,2025-04-04,Invoice,INV0003216,220000,Sales Tax Payable,0.00,16650.80,INR,PO-768190,CUST000322
GL00003217-1,2024-11-29,Invoice,INV0003217,120000,Accounts Receivable,406587.23,0.00,INR,PO-819968,CUST000322
GL00003217-2,2024-11-29,Invoice,INV0003217,400000,Sales Revenue,0.00,344565.45,INR,PO-819968,CUST000322
GL00003217-3,2024-11-29,Invoice,INV0003217,220000,Sales Tax Payable,0.00,62021.78,INR,PO-819968,CUST000322
GL00013217-1,2025-01-22,Payment,PAY0003217,110000,Bank Account,406587.23,0.00,INR,Payment for INV0003217,CUST000322
GL00013217-2,2025-01-22,Payment,PAY0003217,120000,Accounts Receivable,0.00,406587.23,INR,Payment for INV0003217,CUST000322
GL00003218-1,2025-02-07,Invoice,INV0003218,120000,Accounts Receivable,131209.10,0.00,INR,PO-912197,CUST000322
GL00003218-2,2025-02-07,Invoice,INV0003218,400000,Sales Revenue,0.00,124961.05,INR,PO-912197,CUST000322
GL00003218-3,2025-02-07,Invoice,INV0003218,220000,Sales Tax Payable,0.00,6248.05,INR,PO-912197,CUST000322
GL00013218-1,2025-03-09,Payment,PAY0003218,110000,Bank Account,131209.10,0.00,INR,Payment for INV0003218,CUST000322
GL00013218-2,2025-03-09,Payment,PAY0003218,120000,Accounts Receivable,0.00,131209.10,INR,Payment for INV0003218,CUST000322
GL00003221-1,2025-01-24,Invoice,INV0003221,120000,Accounts Receivable,308863.44,0.00,INR,PO-892047,CUST000323
GL00003221-2,2025-01-24,Invoice,INV0003221,400000,Sales Revenue,0.00,294155.66,INR,PO-892047,CUST000323
GL00003221-3,2025-01-24,Invoice,INV0003221,220000,Sales Tax Payable,0.00,14707.78,INR,PO-892047,CUST000323
GL00013221-1,2025-02-08,Payment,PAY0003221,110000,Bank Account,308863.44,0.00,INR,Payment for INV0003221,CUST000323
GL00013221-2,2025-02-08,Payment,PAY0003221,120000,Accounts Receivable,0.00,308863.44,INR,Payment for INV0003221,CUST000323
GL00003222-1,2025-02-16,Invoice,INV0003222,120000,Accounts Receivable,444757.13,0.00,INR,PO-384792,CUST000323
GL00003222-2,2025-02-16,Invoice,INV0003222,400000,Sales Revenue,0.00,397104.58,INR,PO-384792,CUST000323
GL00003222-3,2025-02-16,Invoice,INV0003222,220000,Sales Tax Payable,0.00,47652.55,INR,PO-384792,CUST000323
GL00013222-1,2025-02-27,Payment,PAY0003222,110000,Bank Account,444757.13,0.00,INR,Payment for INV0003222,CUST000323
GL00013222-2,2025-02-27,Payment,PAY0003222,120000,Accounts Receivable,0.00,444757.13,INR,Payment for INV0003222,CUST000323
GL00003223-1,2024-10-27,Invoice,INV0003223,120000,Accounts Receivable,1540458.58,0.00,INR,PO-668320,CUST000323
GL00003223-2,2024-10-27,Invoice,INV0003223,400000,Sales Revenue,0.00,1375409.45,INR,PO-668320,CUST000323
GL00003223-3,2024-10-27,Invoice,INV0003223,220000,Sales Tax Payable,0.00,165049.13,INR,PO-668320,CUST000323
GL00013223-1,2025-02-07,Payment,PAY0003223,110000,Bank Account,1540458.58,0.00,INR,Payment for INV0003223,CUST000323
GL00013223-2,2025-02-07,Payment,PAY0003223,120000,Accounts Receivable,0.00,1540458.58,INR,Payment for INV0003223,CUST000323
GL00003224-1,2025-01-02,Invoice,INV0003224,120000,Accounts Receivable,1017000.58,0.00,INR,PO-431233,CUST000323
GL00003224-2,2025-01-02,Invoice,INV0003224,400000,Sales Revenue,0.00,968571.98,INR,PO-431233,CUST000323
GL00003224-3,2025-01-02,Invoice,INV0003224,220000,Sales Tax Payable,0.00,48428.60,INR,PO-431233,CUST000323
GL00013224-1,2025-01-08,Payment,PAY0003224,110000,Bank Account,1017000.58,0.00,INR,Payment for INV0003224,CUST000323
GL00013224-2,2025-01-08,Payment,PAY0003224,120000,Accounts Receivable,0.00,1017000.58,INR,Payment for INV0003224,CUST000323
GL00003225-1,2025-03-07,Invoice,INV0003225,120000,Accounts Receivable,1457805.32,0.00,INR,PO-593985,CUST000323
GL00003225-2,2025-03-07,Invoice,INV0003225,400000,Sales Revenue,0.00,1388386.02,INR,PO-593985,CUST000323
GL00003225-3,2025-03-07,Invoice,INV0003225,220000,Sales Tax Payable,0.00,69419.30,INR,PO-593985,CUST000323
GL00003226-1,2025-01-28,Invoice,INV0003226,120000,Accounts Receivable,880777.15,0.00,INR,PO-716080,CUST000323
GL00003226-2,2025-01-28,Invoice,INV0003226,400000,Sales Revenue,0.00,838835.38,INR,PO-716080,CUST000323
GL00003226-3,2025-01-28,Invoice,INV0003226,220000,Sales Tax Payable,0.00,41941.77,INR,PO-716080,CUST000323
GL00013226-1,2025-03-17,Payment,PAY0003226,110000,Bank Account,880777.15,0.00,INR,Payment for INV0003226,CUST000323
GL00013226-2,2025-03-17,Payment,PAY0003226,120000,Accounts Receivable,0.00,880777.15,INR,Payment for INV0003226,CUST000323
GL00003231-1,2025-03-30,Invoice,INV0003231,120000,Accounts Receivable,117790.88,0.00,INR,PO-285477,CUST000324
GL00003231-2,2025-03-30,Invoice,INV0003231,400000,Sales Revenue,0.00,99822.78,INR,PO-285477,CUST000324
GL00003231-3,2025-03-30,Invoice,INV0003231,220000,Sales Tax Payable,0.00,17968.10,INR,PO-285477,CUST000324
GL00003232-1,2024-10-25,Invoice,INV0003232,120000,Accounts Receivable,111537.87,0.00,INR,PO-680782,CUST000324
GL00003232-2,2024-10-25,Invoice,INV0003232,400000,Sales Revenue,0.00,94523.62,INR,PO-680782,CUST000324
GL00003232-3,2024-10-25,Invoice,INV0003232,220000,Sales Tax Payable,0.00,17014.25,INR,PO-680782,CUST000324
GL00003233-1,2025-03-16,Invoice,INV0003233,120000,Accounts Receivable,75725.27,0.00,INR,PO-130142,CUST000324
GL00003233-2,2025-03-16,Invoice,INV0003233,400000,Sales Revenue,0.00,64173.96,INR,PO-130142,CUST000324
GL00003233-3,2025-03-16,Invoice,INV0003233,220000,Sales Tax Payable,0.00,11551.31,INR,PO-130142,CUST000324
GL00013233-1,2025-03-25,Payment,PAY0003233,110000,Bank Account,75725.27,0.00,INR,Payment for INV0003233,CUST000324
GL00013233-2,2025-03-25,Payment,PAY0003233,120000,Accounts Receivable,0.00,75725.27,INR,Payment for INV0003233,CUST000324
GL00003241-1,2024-12-20,Invoice,INV0003241,120000,Accounts Receivable,52209.41,0.00,INR,PO-600166,CUST000325
GL00003241-2,2024-12-20,Invoice,INV0003241,400000,Sales Revenue,0.00,44245.26,INR,PO-600166,CUST000325
GL00003241-3,2024-12-20,Invoice,INV0003241,220000,Sales Tax Payable,0.00,7964.15,INR,PO-600166,CUST000325
GL00003242-1,2025-02-22,Invoice,INV0003242,120000,Accounts Receivable,54206.50,0.00,INR,PO-144265,CUST000325
GL00003242-2,2025-02-22,Invoice,INV0003242,400000,Sales Revenue,0.00,48398.66,INR,PO-144265,CUST000325
GL00003242-3,2025-02-22,Invoice,INV0003242,220000,Sales Tax Payable,0.00,5807.84,INR,PO-144265,CUST000325
GL00013242-1,2025-03-15,Payment,PAY0003242,110000,Bank Account,54206.50,0.00,INR,Payment for INV0003242,CUST000325
GL00013242-2,2025-03-15,Payment,PAY0003242,120000,Accounts Receivable,0.00,54206.50,INR,Payment for INV0003242,CUST000325
GL00003243-1,2025-01-29,Invoice,INV0003243,120000,Accounts Receivable,25997.96,0.00,INR,PO-757987,CUST000325
GL00003243-2,2025-01-29,Invoice,INV0003243,400000,Sales Revenue,0.00,23212.46,INR,PO-757987,CUST000325
GL00003243-3,2025-01-29,Invoice,INV0003243,220000,Sales Tax Payable,0.00,2785.50,INR,PO-757987,CUST000325
GL00003244-1,2024-11-07,Invoice,INV0003244,120000,Accounts Receivable,88016.81,0.00,INR,PO-383270,CUST000325
GL00003244-2,2024-11-07,Invoice,INV0003244,400000,Sales Revenue,0.00,74590.52,INR,PO-383270,CUST000325
GL00003244-3,2024-11-07,Invoice,INV0003244,220000,Sales Tax Payable,0.00,13426.29,INR,PO-383270,CUST000325
GL00013244-1,2024-12-01,Payment,PAY0003244,110000,Bank Account,88016.81,0.00,INR,Payment for INV0003244,CUST000325
GL00013244-2,2024-12-01,Payment,PAY0003244,120000,Accounts Receivable,0.00,88016.81,INR,Payment for INV0003244,CUST000325
GL00003251-1,2025-02-04,Invoice,INV0003251,120000,Accounts Receivable,243872.96,0.00,INR,PO-724534,CUST000326
GL00003251-2,2025-02-04,Invoice,INV0003251,400000,Sales Revenue,0.00,217743.71,INR,PO-724534,CUST000326
GL00003251-3,2025-02-04,Invoice,INV0003251,220000,Sales Tax Payable,0.00,26129.25,INR,PO-724534,CUST000326
GL00013251-1,2025-03-14,Payment,PAY0003251,110000,Bank Account,243872.96,0.00,INR,Payment for INV0003251,CUST000326
GL00013251-2,2025-03-14,Payment,PAY0003251,120000,Accounts Receivable,0.00,243872.96,INR,Payment for INV0003251,CUST000326
GL00003252-1,2025-01-21,Invoice,INV0003252,120000,Accounts Receivable,174126.59,0.00,INR,PO-150255,CUST000326
GL00003252-2,2025-01-21,Invoice,INV0003252,400000,Sales Revenue,0.00,147564.91,INR,PO-150255,CUST000326
GL00003252-3,2025-01-21,Invoice,INV0003252,220000,Sales Tax Payable,0.00,26561.68,INR,PO-150255,CUST000326
GL00013252-1,2025-01-26,Payment,PAY0003252,110000,Bank Account,174126.59,0.00,INR,Payment for INV0003252,CUST000326
GL00013252-2,2025-01-26,Payment,PAY0003252,120000,Accounts Receivable,0.00,174126.59,INR,Payment for INV0003252,CUST000326
GL00003253-1,2025-03-19,Invoice,INV0003253,120000,Accounts Receivable,498196.44,0.00,INR,PO-927429,CUST000326
GL00003253-2,2025-03-19,Invoice,INV0003253,400000,Sales Revenue,0.00,389215.97,INR,PO-927429,CUST000326
GL00003253-3,2025-03-19,Invoice,INV0003253,220000,Sales Tax Payable,0.00,108980.47,INR,PO-927429,CUST000326
GL00013253-1,2025-03-28,Payment,PAY0003253,110000,Bank Account,498196.44,0.00,INR,Payment for INV0003253,CUST000326
GL00013253-2,2025-03-28,Payment,PAY0003253,120000,Accounts Receivable,0.00,498196.44,INR,Payment for INV0003253,CUST000326
GL00003254-1,2024-12-25,Invoice,INV0003254,120000,Accounts Receivable,313915.47,0.00,INR,PO-383151,CUST000326
GL00003254-2,2024-12-25,Invoice,INV0003254,400000,Sales Revenue,0.00,280281.67,INR,PO-383151,CUST000326
