line_item_id,invoice_id,product_code,product_description,quantity,unit_price,amount,tax_rate,tax_amount,total_amount
ITEM00008879,INV0001776,PROD-5954,Network Equipment,4,476.34,3334.36,12%,400.12,3734.48
ITEM00008881,INV0001777,PROD-3701,Training Package,8,941.72,6592.01,18%,1186.56,7778.57
ITEM00008882,INV0001777,PROD-3009,Training Package,10,296.64,2669.75,18%,480.56,3150.30
ITEM00008883,INV0001777,PROD-6993,Hardware Appliance,1,564.25,3385.49,18%,609.39,3994.88
ITEM00008901,INV0001781,PROD-1959,Implementation Services,7,20617.29,82469.16,12%,9896.30,92365.46
ITEM00008902,INV0001781,PROD-3029,Cloud Subscription,8,5334.61,32007.68,12%,3840.92,35848.60
ITEM00008903,INV0001781,PROD-5456,Training Package,2,5391.75,16175.26,12%,1941.03,18116.29
ITEM00008906,INV0001782,PROD-4468,Support Contract,10,11027.39,44109.55,12%,5293.15,49402.70
ITEM00008907,INV0001782,PROD-6814,Software License,5,5572.59,33435.55,12%,4012.27,37447.82
ITEM00008908,INV0001782,PROD-5886,Consulting Services,6,489.76,3918.11,12%,470.17,4388.28
ITEM00008909,INV0001782,PROD-1262,Maintenance Agreement,8,765.70,6125.58,12%,735.07,6860.65
ITEM00008910,INV0001782,PROD-7048,Cloud Subscription,10,1927.46,13492.25,12%,1619.07,15111.32
ITEM00008911,INV0001783,PROD-9558,Consulting Services,5,85241.40,255724.21,12%,30686.91,286411.12
ITEM00008916,INV0001784,PROD-7879,Consulting Services,3,17419.18,104515.09,18%,18812.72,123327.81
ITEM00008917,INV0001784,PROD-3624,Consulting Services,5,33671.60,303044.39,18%,54547.99,357592.38
ITEM00008921,INV0001785,PROD-2329,Maintenance Agreement,2,31345.55,62691.10,12%,7522.93,70214.03
ITEM00008922,INV0001785,PROD-4202,Network Equipment,10,45969.90,137909.69,12%,16549.16,154458.85
ITEM00008923,INV0001785,PROD-5441,Software License,7,10645.27,106452.69,12%,12774.32,119227.01
ITEM00008926,INV0001786,PROD-6428,Training Package,1,26390.97,211127.78,12%,25335.33,236463.11
ITEM00008927,INV0001786,PROD-6807,Training Package,10,35586.59,142346.37,12%,17081.56,159427.93
ITEM00008928,INV0001786,PROD-7727,Support Contract,2,1527.13,13744.20,12%,1649.30,15393.50
ITEM00008929,INV0001786,PROD-7086,Implementation Services,5,21080.39,63241.18,12%,7588.94,70830.12
ITEM00008931,INV0001787,PROD-8599,Support Contract,10,79093.14,158186.28,12%,18982.35,177168.63
ITEM00008932,INV0001787,PROD-1107,Maintenance Agreement,5,18412.85,110477.07,12%,13257.25,123734.32
ITEM00008933,INV0001787,PROD-9571,Cloud Subscription,9,15882.26,111175.85,12%,13341.10,124516.95
ITEM00008936,INV0001788,PROD-8175,Support Contract,9,18929.01,94645.03,12%,11357.40,106002.43
ITEM00008951,INV0001791,PROD-7795,Network Equipment,5,7173.85,50216.98,28%,14060.75,64277.73
ITEM00008956,INV0001792,PROD-6045,Maintenance Agreement,5,9826.67,19653.33,18%,3537.60,23190.93
ITEM00008957,INV0001792,PROD-2993,Software License,7,29211.47,29211.47,18%,5258.06,34469.53
ITEM00008958,INV0001792,PROD-7028,Network Equipment,10,9140.47,9140.47,18%,1645.28,10785.75
ITEM00008959,INV0001792,PROD-8247,Network Equipment,10,32362.09,32362.09,18%,5825.18,38187.27
ITEM00008961,INV0001793,PROD-9908,Support Contract,6,1029.87,8238.94,12%,988.67,9227.61
ITEM00008962,INV0001793,PROD-9001,Hardware Appliance,6,1348.21,13482.09,12%,1617.85,15099.94
ITEM00008966,INV0001794,PROD-7538,Implementation Services,7,2027.48,16219.81,5%,810.99,17030.80
ITEM00008967,INV0001794,PROD-6672,Maintenance Agreement,10,661.92,1985.77,5%,99.29,2085.06
ITEM00008968,INV0001794,PROD-1992,Implementation Services,5,646.71,3233.57,5%,161.68,3395.25
ITEM00008969,INV0001794,PROD-4727,Training Package,4,462.43,1849.72,5%,92.49,1942.21
ITEM00008971,INV0001795,PROD-6637,Software License,9,957.74,3830.95,12%,459.71,4290.66
ITEM00008972,INV0001795,PROD-9731,Support Contract,2,6368.65,19105.96,12%,2292.72,21398.68
ITEM00008973,INV0001795,PROD-4620,Software License,8,2885.34,8656.01,12%,1038.72,9694.73
ITEM00009001,INV0001801,PROD-3870,Cloud Subscription,8,34672.32,104016.97,12%,12482.04,116499.01
ITEM00009006,INV0001802,PROD-1469,Hardware Appliance,3,50781.24,457031.12,18%,82265.60,539296.72
ITEM00009011,INV0001803,PROD-6284,Implementation Services,5,19892.41,99462.06,12%,11935.45,111397.51
ITEM00009012,INV0001803,PROD-2878,Support Contract,4,22014.24,66042.72,12%,7925.13,73967.85
ITEM00009013,INV0001803,PROD-5058,Hardware Appliance,9,1473.63,8841.78,12%,1061.01,9902.79
ITEM00009014,INV0001803,PROD-6350,Support Contract,10,853.25,8532.53,12%,1023.90,9556.43
ITEM00009015,INV0001803,PROD-3440,Implementation Services,3,1159.29,11592.90,12%,1391.15,12984.05
ITEM00009016,INV0001804,PROD-2847,Security Solution,4,2637.29,21098.29,5%,1054.91,22153.20
ITEM00009017,INV0001804,PROD-3842,Implementation Services,10,2745.72,27457.22,5%,1372.86,28830.08
ITEM00009018,INV0001804,PROD-4699,Implementation Services,5,3800.12,19000.60,5%,950.03,19950.63
ITEM00009051,INV0001811,PROD-6156,Maintenance Agreement,9,3340.92,10022.76,12%,1202.73,11225.49
ITEM00009052,INV0001811,PROD-4419,Cloud Subscription,1,1352.04,6760.18,12%,811.22,7571.40
ITEM00009053,INV0001811,PROD-5337,Security Solution,6,150.00,1499.98,12%,180.00,1679.98
ITEM00009054,INV0001811,PROD-7913,Support Contract,7,816.25,2448.76,12%,293.85,2742.61
ITEM00009055,INV0001811,PROD-9788,Consulting Services,6,1498.26,5993.03,12%,719.16,6712.19
ITEM00009056,INV0001812,PROD-2560,Consulting Services,6,17595.74,52787.22,18%,9501.70,62288.92
ITEM00009061,INV0001813,PROD-6823,Cloud Subscription,2,2314.16,16199.12,18%,2915.84,19114.96
ITEM00009062,INV0001813,PROD-4047,Network Equipment,6,1415.31,12737.75,18%,2292.80,15030.55
ITEM00009066,INV0001814,PROD-1735,Cloud Subscription,1,3252.18,6504.36,12%,780.52,7284.88
ITEM00009067,INV0001814,PROD-2967,Consulting Services,2,792.09,4752.53,12%,570.30,5322.83
ITEM00009068,INV0001814,PROD-3167,Maintenance Agreement,10,244.23,1953.87,12%,234.46,2188.33
ITEM00009069,INV0001814,PROD-1752,Network Equipment,7,216.66,866.63,12%,104.00,970.63
ITEM00009070,INV0001814,PROD-7277,Maintenance Agreement,9,64.19,513.51,12%,61.62,575.13
ITEM00009071,INV0001815,PROD-1514,Maintenance Agreement,2,1564.62,12516.96,18%,2253.05,14770.01
ITEM00009072,INV0001815,PROD-4495,Consulting Services,7,6021.84,36131.03,18%,6503.59,42634.62
ITEM00009073,INV0001815,PROD-8924,Software License,2,4495.19,22475.94,18%,4045.67,26521.61
ITEM00009076,INV0001816,PROD-5057,Maintenance Agreement,7,5524.17,38669.17,5%,1933.46,40602.63
ITEM00009077,INV0001816,PROD-9130,Training Package,2,1865.32,11191.93,5%,559.60,11751.53
ITEM00009078,INV0001816,PROD-3144,Training Package,2,4148.10,8296.19,5%,414.81,8711.00
ITEM00009079,INV0001816,PROD-3541,Maintenance Agreement,1,263.72,2637.24,5%,131.86,2769.10
ITEM00009080,INV0001816,PROD-1304,Maintenance Agreement,9,6635.61,6635.61,5%,331.78,6967.39
ITEM00009101,INV0001821,PROD-7104,Support Contract,2,8328.27,74954.46,5%,3747.72,78702.18
ITEM00009102,INV0001821,PROD-9255,Consulting Services,1,36888.99,368889.89,5%,18444.49,387334.38
ITEM00009106,INV0001822,PROD-9980,Consulting Services,10,17122.17,136977.37,5%,6848.87,143826.24
ITEM00009107,INV0001822,PROD-2499,Network Equipment,5,12610.88,63054.38,5%,3152.72,66207.10
ITEM00009108,INV0001822,PROD-4469,Hardware Appliance,3,5686.55,11373.10,5%,568.66,11941.76
ITEM00009109,INV0001822,PROD-7836,Implementation Services,2,3382.68,20296.08,5%,1014.80,21310.88
ITEM00009111,INV0001823,PROD-3978,Training Package,6,14880.02,89280.12,18%,16070.42,105350.54
ITEM00009112,INV0001823,PROD-3389,Consulting Services,9,4886.48,29318.86,18%,5277.39,34596.25
ITEM00009113,INV0001823,PROD-6325,Implementation Services,7,134880.30,134880.30,18%,24278.45,159158.75
ITEM00009116,INV0001824,PROD-8200,Support Contract,7,21353.29,149473.06,12%,17936.77,167409.83
ITEM00009117,INV0001824,PROD-6667,Software License,2,86260.99,172521.99,12%,20702.64,193224.63
ITEM00009118,INV0001824,PROD-1872,Security Solution,6,16926.40,16926.40,12%,2031.17,18957.57
ITEM00009119,INV0001824,PROD-7071,Security Solution,10,2502.29,22520.58,12%,2702.47,25223.05
ITEM00009120,INV0001824,PROD-5180,Maintenance Agreement,7,9514.00,38056.00,12%,4566.72,42622.72
ITEM00009121,INV0001825,PROD-8722,Training Package,9,95109.24,190218.47,12%,22826.22,213044.69
ITEM00009122,INV0001825,PROD-8299,Support Contract,4,48865.27,48865.27,12%,5863.83,54729.10
ITEM00009123,INV0001825,PROD-7172,Cloud Subscription,9,12171.82,109546.40,12%,13145.57,122691.97
ITEM00009151,INV0001831,PROD-6653,Implementation Services,9,24348.50,243484.98,28%,68175.79,311660.77
ITEM00009152,INV0001831,PROD-4697,Security Solution,7,135300.52,947103.65,28%,265189.02,1212292.67
ITEM00009156,INV0001832,PROD-5463,Hardware Appliance,3,100678.92,503394.60,12%,60407.35,563801.95
ITEM00009157,INV0001832,PROD-4081,Maintenance Agreement,9,183117.92,366235.84,12%,43948.30,410184.14
ITEM00009158,INV0001832,PROD-9987,Consulting Services,4,11765.62,105890.58,12%,12706.87,118597.45
ITEM00009159,INV0001832,PROD-4145,Implementation Services,9,19609.05,39218.10,12%,4706.17,43924.27
ITEM00009160,INV0001832,PROD-3331,Training Package,8,19394.10,38788.19,12%,4654.58,43442.77
ITEM00009161,INV0001833,PROD-5182,Consulting Services,7,432885.33,865770.66,18%,155838.72,1021609.38
ITEM00009162,INV0001833,PROD-9927,Training Package,3,887751.73,887751.73,18%,159795.31,1047547.04
ITEM00009166,INV0001834,PROD-7397,Software License,9,201069.67,1005348.33,18%,180962.70,1186311.03
ITEM00009167,INV0001834,PROD-7297,Implementation Services,9,47933.38,383467.04,18%,69024.07,452491.11
ITEM00009168,INV0001834,PROD-3257,Cloud Subscription,7,264557.38,529114.75,18%,95240.65,624355.40
ITEM00009171,INV0001835,PROD-7390,Training Package,4,51952.47,467572.23,18%,84163.00,551735.23
ITEM00009172,INV0001835,PROD-5776,Hardware Appliance,7,90021.17,360084.69,18%,64815.24,424899.93
ITEM00009173,INV0001835,PROD-3725,Support Contract,2,35358.21,106074.64,18%,19093.44,125168.08
ITEM00009174,INV0001835,PROD-7915,Maintenance Agreement,2,75853.86,227561.58,18%,40961.08,268522.66
ITEM00009176,INV0001836,PROD-5351,Software License,9,40379.56,323036.51,18%,58146.57,381183.08
ITEM00009181,INV0001837,PROD-2620,Network Equipment,7,756944.01,756944.01,18%,136249.92,893193.93
ITEM00009201,INV0001841,PROD-3082,Network Equipment,1,9973.11,9973.11,18%,1795.16,11768.27
ITEM00009202,INV0001841,PROD-5012,Network Equipment,8,26493.93,79481.78,18%,14306.72,93788.50
ITEM00009206,INV0001842,PROD-2703,Implementation Services,8,46185.02,46185.02,5%,2309.25,48494.27
ITEM00009207,INV0001842,PROD-4606,Consulting Services,3,1270.09,8890.60,5%,444.53,9335.13
ITEM00009208,INV0001842,PROD-6357,Network Equipment,9,1268.73,6343.65,5%,317.18,6660.83
ITEM00009209,INV0001842,PROD-3963,Network Equipment,9,619.13,4953.03,5%,247.65,5200.68
ITEM00009211,INV0001843,PROD-5412,Support Contract,9,3103.69,21725.83,18%,3910.65,25636.48
ITEM00009212,INV0001843,PROD-9725,Cloud Subscription,5,28005.13,56010.26,18%,10081.85,66092.11
ITEM00009216,INV0001844,PROD-5677,Support Contract,6,4580.24,9160.48,12%,1099.26,10259.74
ITEM00009217,INV0001844,PROD-6185,Support Contract,2,1811.48,9057.42,12%,1086.89,10144.31
ITEM00009221,INV0001845,PROD-1024,Consulting Services,8,14718.10,88308.60,12%,10597.03,98905.63
ITEM00009226,INV0001846,PROD-7028,Network Equipment,6,94111.69,94111.69,18%,16940.10,111051.79
ITEM00009251,INV0001851,PROD-8199,Network Equipment,9,5342.13,21368.52,5%,1068.43,22436.95
ITEM00009252,INV0001851,PROD-1562,Cloud Subscription,8,1161.38,11613.79,5%,580.69,12194.48
ITEM00009256,INV0001852,PROD-2396,Implementation Services,5,50621.33,50621.33,12%,6074.56,56695.89
ITEM00009257,INV0001852,PROD-5022,Hardware Appliance,3,1704.62,10227.70,12%,1227.32,11455.02
ITEM00009258,INV0001852,PROD-5760,Security Solution,7,3680.12,33121.05,12%,3974.53,37095.58
ITEM00009261,INV0001853,PROD-7906,Network Equipment,7,1268.32,7609.90,18%,1369.78,8979.68
ITEM00009262,INV0001853,PROD-5926,Software License,9,1463.63,5854.53,18%,1053.82,6908.35
ITEM00009263,INV0001853,PROD-6511,Training Package,2,2754.12,24787.08,18%,4461.67,29248.75
ITEM00009266,INV0001854,PROD-1348,Cloud Subscription,2,29565.10,88695.29,12%,10643.43,99338.72
ITEM00009301,INV0001861,PROD-3969,Support Contract,8,102789.15,308367.44,5%,15418.37,323785.81
ITEM00009306,INV0001862,PROD-2640,Security Solution,4,18678.73,149429.83,5%,7471.49,156901.32
ITEM00009307,INV0001862,PROD-8169,Network Equipment,3,45224.42,180897.69,5%,9044.88,189942.57
ITEM00009308,INV0001862,PROD-3986,Support Contract,4,45634.10,91268.19,5%,4563.41,95831.60
ITEM00009309,INV0001862,PROD-7752,Cloud Subscription,1,12460.30,12460.30,5%,623.01,13083.32
ITEM00009310,INV0001862,PROD-9488,Cloud Subscription,7,9786.50,48932.48,5%,2446.62,51379.10
ITEM00009311,INV0001863,PROD-9458,Cloud Subscription,4,18713.52,93567.61,5%,4678.38,98245.99
ITEM00009312,INV0001863,PROD-4353,Training Package,1,14344.02,57376.09,5%,2868.80,60244.89
ITEM00009313,INV0001863,PROD-4440,Training Package,3,5318.32,42546.60,5%,2127.33,44673.93
ITEM00009314,INV0001863,PROD-2761,Software License,10,8446.41,25339.22,5%,1266.96,26606.18
ITEM00009316,INV0001864,PROD-1760,Training Package,2,15819.09,142371.84,28%,39864.12,182235.96
ITEM00009317,INV0001864,PROD-8135,Maintenance Agreement,7,25004.03,175028.22,28%,49007.90,224036.12
ITEM00009318,INV0001864,PROD-6363,Security Solution,5,47997.01,47997.01,28%,13439.16,61436.17
ITEM00009319,INV0001864,PROD-4407,Hardware Appliance,3,7136.48,42818.90,28%,11989.29,54808.19
ITEM00009321,INV0001865,PROD-4082,Training Package,8,72015.23,360076.15,18%,64813.71,424889.86
ITEM00009326,INV0001866,PROD-4305,Software License,4,65186.39,260745.58,18%,46934.20,307679.78
ITEM00009327,INV0001866,PROD-6678,Software License,4,12894.69,128946.89,18%,23210.44,152157.33
ITEM00009331,INV0001867,PROD-7555,Network Equipment,10,17096.65,51289.96,18%,9232.19,60522.15
ITEM00009332,INV0001867,PROD-8121,Hardware Appliance,8,3321.13,29890.14,18%,5380.23,35270.37
ITEM00009333,INV0001867,PROD-3989,Network Equipment,1,49193.70,98387.40,18%,17709.73,116097.13
ITEM00009334,INV0001867,PROD-8161,Support Contract,7,33859.94,67719.89,18%,12189.58,79909.47
ITEM00009336,INV0001868,PROD-7991,Hardware Appliance,9,17192.24,85961.21,18%,15473.02,101434.23
ITEM00009337,INV0001868,PROD-2896,Training Package,6,12841.47,77048.83,18%,13868.79,90917.62
ITEM00009338,INV0001868,PROD-1097,Implementation Services,9,23165.34,115826.72,18%,20848.81,136675.53
ITEM00009339,INV0001868,PROD-8099,Security Solution,8,28873.29,86619.86,18%,15591.57,102211.43
ITEM00009351,INV0001871,PROD-5498,Consulting Services,7,25887.57,25887.57,12%,3106.51,28994.08
ITEM00009352,INV0001871,PROD-8814,Cloud Subscription,2,1740.45,6961.82,12%,835.42,7797.24
ITEM00009353,INV0001871,PROD-5115,Training Package,10,2974.34,11897.34,12%,1427.68,13325.02
ITEM00009354,INV0001871,PROD-7145,Software License,4,2273.07,6819.20,12%,818.30,7637.50
ITEM00009356,INV0001872,PROD-8155,Security Solution,2,25013.83,25013.83,12%,3001.66,28015.49
ITEM00009357,INV0001872,PROD-2170,Consulting Services,7,8124.63,24373.90,12%,2924.87,27298.77
ITEM00009358,INV0001872,PROD-4701,Maintenance Agreement,4,1868.87,13082.11,12%,1569.85,14651.96
ITEM00009361,INV0001873,PROD-2446,Network Equipment,2,10907.80,10907.80,5%,545.39,11453.19
ITEM00009362,INV0001873,PROD-5087,Software License,9,11242.18,44968.72,5%,2248.44,47217.16
ITEM00009363,INV0001873,PROD-6857,Network Equipment,1,4360.24,8720.49,5%,436.02,9156.51
ITEM00009364,INV0001873,PROD-4032,Security Solution,6,1406.26,14062.59,5%,703.13,14765.72
ITEM00009365,INV0001873,PROD-9855,Network Equipment,7,703.25,7032.45,5%,351.62,7384.07
ITEM00009366,INV0001874,PROD-4464,Support Contract,9,7019.24,70192.38,18%,12634.63,82827.01
ITEM00009371,INV0001875,PROD-3516,Training Package,1,1402.90,8417.38,18%,1515.13,9932.51
ITEM00009372,INV0001875,PROD-5098,Implementation Services,9,379.66,1138.99,18%,205.02,1344.01
ITEM00009373,INV0001875,PROD-8362,Maintenance Agreement,6,371.55,3715.54,18%,668.80,4384.34
ITEM00009376,INV0001876,PROD-2344,Training Package,8,11728.53,93828.27,12%,11259.39,105087.66
ITEM00009381,INV0001877,PROD-1435,Hardware Appliance,10,32905.11,32905.11,5%,1645.26,34550.37
ITEM00009382,INV0001877,PROD-6236,Hardware Appliance,2,12583.70,25167.41,5%,1258.37,26425.78
ITEM00009383,INV0001877,PROD-8892,Implementation Services,7,1049.80,9448.18,5%,472.41,9920.59
ITEM00009384,INV0001877,PROD-6927,Implementation Services,4,7167.60,7167.60,5%,358.38,7525.98
ITEM00009385,INV0001877,PROD-9950,Security Solution,10,374.75,3747.46,5%,187.37,3934.83
ITEM00009386,INV0001878,PROD-1122,Hardware Appliance,9,8033.53,24100.59,12%,2892.07,26992.66
ITEM00009387,INV0001878,PROD-2023,Implementation Services,9,910.72,4553.59,12%,546.43,5100.02
ITEM00009388,INV0001878,PROD-1733,Implementation Services,5,1039.89,1039.89,12%,124.79,1164.68
ITEM00009389,INV0001878,PROD-6043,Software License,6,2282.46,2282.46,12%,273.90,2556.36
ITEM00009390,INV0001878,PROD-1426,Implementation Services,1,460.01,3680.06,12%,441.61,4121.67
ITEM00009401,INV0001881,PROD-6103,Security Solution,7,3829.45,26806.12,5%,1340.31,28146.43
ITEM00009402,INV0001881,PROD-4028,Network Equipment,3,9575.56,67028.93,5%,3351.45,70380.38
ITEM00009406,INV0001882,PROD-8937,Cloud Subscription,7,5721.46,34328.77,12%,4119.45,38448.22
ITEM00009407,INV0001882,PROD-9656,Hardware Appliance,1,1161.94,11619.41,12%,1394.33,13013.74
ITEM00009408,INV0001882,PROD-5047,Software License,7,535.07,3745.50,12%,449.46,4194.96
ITEM00009409,INV0001882,PROD-7316,Consulting Services,5,247.29,1731.00,12%,207.72,1938.72
ITEM00009410,INV0001882,PROD-4680,Cloud Subscription,7,432.75,3029.22,12%,363.51,3392.73
ITEM00009411,INV0001883,PROD-7793,Consulting Services,2,3528.50,17642.52,12%,2117.10,19759.62
ITEM00009416,INV0001884,PROD-9408,Maintenance Agreement,9,3524.92,14099.68,5%,704.98,14804.66
ITEM00009417,INV0001884,PROD-9154,Hardware Appliance,4,2109.09,14763.63,5%,738.18,15501.81
ITEM00009421,INV0001885,PROD-4790,Software License,4,1358.53,13585.30,18%,2445.35,16030.65
ITEM00009422,INV0001885,PROD-6910,Implementation Services,6,6169.69,6169.69,18%,1110.54,7280.23
ITEM00009423,INV0001885,PROD-2503,Security Solution,6,166.04,1328.29,18%,239.09,1567.38
ITEM00009424,INV0001885,PROD-6286,Support Contract,4,257.38,1029.54,18%,185.32,1214.86
ITEM00009425,INV0001885,PROD-9165,Software License,9,70.53,634.73,18%,114.25,748.98
ITEM00009426,INV0001886,PROD-5809,Software License,10,5555.11,22220.46,18%,3999.68,26220.14
ITEM00009427,INV0001886,PROD-6146,Hardware Appliance,6,2582.22,23239.96,18%,4183.19,27423.15
ITEM00009428,INV0001886,PROD-8318,Network Equipment,4,759.21,3796.04,18%,683.29,4479.33
ITEM00009429,INV0001886,PROD-7461,Network Equipment,2,489.89,2939.36,18%,529.08,3468.44
ITEM00009430,INV0001886,PROD-1873,Training Package,9,1197.43,8381.98,18%,1508.76,9890.74
ITEM00009451,INV0001891,PROD-1988,Implementation Services,7,67405.50,674054.99,18%,121329.90,795384.89
ITEM00009452,INV0001891,PROD-3302,Consulting Services,6,16048.84,96293.02,18%,17332.74,113625.76
ITEM00009453,INV0001891,PROD-5321,Support Contract,3,218473.73,655421.19,18%,117975.81,773397.00
ITEM00009456,INV0001892,PROD-6342,Software License,7,1045335.76,1045335.76,12%,125440.29,1170776.05
ITEM00009461,INV0001893,PROD-9054,Consulting Services,1,21289.05,127734.31,18%,22992.18,150726.49
ITEM00009462,INV0001893,PROD-8580,Network Equipment,1,5974.44,53769.96,18%,9678.59,63448.55
ITEM00009463,INV0001893,PROD-2392,Security Solution,8,17807.46,89037.28,18%,16026.71,105063.99
ITEM00009466,INV0001894,PROD-3305,Network Equipment,9,5752.34,34514.06,18%,6212.53,40726.59
ITEM00009467,INV0001894,PROD-2150,Security Solution,2,15150.93,106056.49,18%,19090.17,125146.66
ITEM00009468,INV0001894,PROD-4291,Security Solution,3,5649.73,45197.83,18%,8135.61,53333.44
ITEM00009469,INV0001894,PROD-9901,Security Solution,5,4583.29,32083.04,18%,5774.95,37857.99
ITEM00009470,INV0001894,PROD-1821,Network Equipment,3,7547.73,67929.58,18%,12227.32,80156.90
ITEM00009471,INV0001895,PROD-7024,Maintenance Agreement,1,13049.39,65246.93,5%,3262.35,68509.28
ITEM00009472,INV0001895,PROD-4947,Network Equipment,5,29385.30,146926.52,5%,7346.33,154272.85
ITEM00009473,INV0001895,PROD-1897,Training Package,4,15974.31,79871.56,5%,3993.58,83865.14
ITEM00009474,INV0001895,PROD-7993,Security Solution,10,21795.21,65385.64,5%,3269.28,68654.92
ITEM00009476,INV0001896,PROD-3943,Maintenance Agreement,6,40406.80,202033.98,5%,10101.70,212135.68
ITEM00009477,INV0001896,PROD-7115,Security Solution,10,1567745.06,1567745.06,5%,78387.25,1646132.31
ITEM00009501,INV0001901,PROD-9102,Training Package,1,5284.57,10569.14,18%,1902.45,12471.59
ITEM00009506,INV0001902,PROD-5694,Consulting Services,3,3575.87,14303.48,18%,2574.63,16878.11
ITEM00009507,INV0001902,PROD-2874,Consulting Services,10,4009.03,32072.26,18%,5773.01,37845.27
ITEM00009508,INV0001902,PROD-9346,Security Solution,8,7362.20,7362.20,18%,1325.20,8687.40
ITEM00009509,INV0001902,PROD-8927,Maintenance Agreement,1,3154.59,25236.76,18%,4542.62,29779.38
ITEM00009511,INV0001903,PROD-3177,Cloud Subscription,9,1295.92,5183.67,12%,622.04,5805.71
ITEM00009512,INV0001903,PROD-9938,Security Solution,2,1520.42,15204.22,12%,1824.51,17028.73
ITEM00009516,INV0001904,PROD-5254,Support Contract,9,4374.12,8748.24,18%,1574.68,10322.92
ITEM00009517,INV0001904,PROD-8236,Consulting Services,3,2643.20,5286.40,18%,951.55,6237.95
ITEM00009518,INV0001904,PROD-7006,Software License,8,2537.26,5074.52,18%,913.41,5987.93
ITEM00009519,INV0001904,PROD-5935,Network Equipment,9,2029.70,12178.18,18%,2192.07,14370.25
ITEM00009551,INV0001911,PROD-8751,Security Solution,5,4124.98,8249.96,12%,990.00,9239.96
ITEM00009552,INV0001911,PROD-3659,Hardware Appliance,7,3713.91,11141.72,12%,1337.01,12478.73
ITEM00009553,INV0001911,PROD-2960,Training Package,2,4199.19,41991.89,12%,5039.03,47030.92
ITEM00009556,INV0001912,PROD-8022,Software License,10,10735.66,53678.30,18%,9662.09,63340.39
ITEM00009561,INV0001913,PROD-5314,Software License,5,1594.87,12758.93,12%,1531.07,14290.00
ITEM00009562,INV0001913,PROD-8341,Cloud Subscription,10,348.26,2437.80,12%,292.54,2730.34
ITEM00009563,INV0001913,PROD-8114,Cloud Subscription,5,1574.29,1574.29,12%,188.91,1763.20
ITEM00009564,INV0001913,PROD-5490,Consulting Services,7,1776.96,3553.93,12%,426.47,3980.40
ITEM00009566,INV0001914,PROD-7537,Hardware Appliance,10,5643.34,5643.34,18%,1015.80,6659.14
ITEM00009567,INV0001914,PROD-3411,Training Package,9,201.96,1817.67,18%,327.18,2144.85
ITEM00009568,INV0001914,PROD-9711,Cloud Subscription,7,1912.52,5737.57,18%,1032.76,6770.33
ITEM00009569,INV0001914,PROD-3744,Security Solution,4,844.98,4224.89,18%,760.48,4985.37
ITEM00009571,INV0001915,PROD-8994,Network Equipment,4,1555.45,15554.52,18%,2799.81,18354.33
ITEM00009572,INV0001915,PROD-3769,Hardware Appliance,4,67109.55,67109.55,18%,12079.72,79189.27
ITEM00009576,INV0001916,PROD-1957,Consulting Services,5,419.71,3777.37,18%,679.93,4457.30
ITEM00009577,INV0001916,PROD-1521,Cloud Subscription,1,1304.88,7829.25,18%,1409.26,9238.51
ITEM00009581,INV0001917,PROD-6824,Cloud Subscription,10,10096.83,50484.14,18%,9087.15,59571.29
ITEM00009582,INV0001917,PROD-4544,Maintenance Agreement,2,396.46,3568.16,18%,642.27,4210.43
ITEM00009583,INV0001917,PROD-7987,Consulting Services,6,5306.61,10613.23,18%,1910.38,12523.61
ITEM00009584,INV0001917,PROD-4044,Implementation Services,3,438.37,3068.56,18%,552.34,3620.90
ITEM00009585,INV0001917,PROD-4114,Implementation Services,7,1615.63,6462.51,18%,1163.25,7625.76
ITEM00009601,INV0001921,PROD-8669,Consulting Services,7,254834.46,2038675.71,18%,366961.63,2405637.34
ITEM00009606,INV0001922,PROD-9444,Support Contract,4,83282.95,499697.70,12%,59963.72,559661.42
ITEM00009607,INV0001922,PROD-4996,Support Contract,10,175705.53,1054233.16,12%,126507.98,1180741.14
ITEM00009608,INV0001922,PROD-5642,Implementation Services,6,134458.07,1075664.58,12%,129079.75,1204744.33
ITEM00009609,INV0001922,PROD-7041,Cloud Subscription,1,60156.17,541405.54,12%,64968.66,606374.20
ITEM00009610,INV0001922,PROD-5743,Consulting Services,8,250740.19,1755181.32,12%,210621.76,1965803.08
ITEM00009611,INV0001923,PROD-4358,Network Equipment,9,649808.65,1949425.96,18%,350896.67,2300322.63
ITEM00009612,INV0001923,PROD-4346,Security Solution,4,40302.19,362719.72,18%,65289.55,428009.27
ITEM00009613,INV0001923,PROD-7107,Security Solution,5,82086.65,738779.86,18%,132980.37,871760.23
ITEM00009614,INV0001923,PROD-3362,Security Solution,5,105435.09,421740.34,18%,75913.26,497653.60
ITEM00009615,INV0001923,PROD-8585,Network Equipment,6,93473.05,841257.47,18%,151426.34,992683.81
ITEM00009616,INV0001924,PROD-4656,Implementation Services,10,389220.43,389220.43,5%,19461.02,408681.45
ITEM00009617,INV0001924,PROD-8923,Implementation Services,1,166398.84,1331190.75,5%,66559.54,1397750.29
ITEM00009651,INV0001931,PROD-4802,Support Contract,8,5977.98,59779.82,18%,10760.37,70540.19
ITEM00009652,INV0001931,PROD-8722,Network Equipment,10,12154.02,97232.14,18%,17501.79,114733.93
ITEM00009653,INV0001931,PROD-1237,Support Contract,3,40197.90,120593.70,18%,21706.87,142300.57
